Rerclolation 2d
Version 1.6 Cluster Analysis - Electric, Thermal properties - Mechanical properties calculation in progress...Report starting: Thu Jul 18 13:01:14 2024

---------------------------------------------------------------------------------------------------
Inputs
|#  ;%Weights;%Spec. Weights;X Dimension;Y Dimension;Type;Size type;      Area;hoop Dist
   0;     0.22;              1;       1e-08;       1e-08;    4;         3;       0.22;        0
   1;     0.78;              1;       1e-08;       1e-08;    2;         0;       0.78;        0
Pixels Per minimum Size:101
Factor [pixelsPerMinimumCircle / minimumSize]:1.01e+10
Maximum Dimension:1e-08
Minimum Dimension:1e-08
Grid size =[500x500]
Total iterations: 300
---------------------------------------------------------------------------------------------------
Realiazation No;Percolate Y[1]/N[0]; Process Time; Setup Time   ;% Area Comp[0]  ;% Area Comp[1];Electric Conductivity; Thermal Conductivity; Young Modulus; Poisson Ratio ;Total Conductive Paths;Mean Real Path Length;Current Electric Conductivity
      1;                  1;     0.044;          0.012            ;1            ;0;   3.88806941;   3.88806941;4555254.34689372;   0.07288407;  92.00000000; 780.38043478;   0.04732426
      2;                  1;0.04300000;     0.00900000            ;1.00000000            ;0.00000000;   3.95156833;   3.95156833;4637241.91539708;   0.07419587;  93.00000000; 795.87096774;   0.04706992
      3;                  1;0.04300000;     0.00900000            ;1.00000000            ;0.00000000;   3.97335768;   3.97335768;4467653.75178376;   0.07148246;  90.00000000; 783.98888889;   0.04530174
      4;                  1;0.04400000;     0.00900000            ;1.00000000            ;0.00000000;   3.87267796;   3.87267796;4685189.29304983;   0.07496303;  94.00000000; 785.63829787;   0.04854522
      5;                  1;0.04000000;     0.01100000            ;1.00000000            ;0.00000000;   4.14950415;   4.14950415;4279663.97857276;   0.06847462;  86.00000000; 794.55813953;   0.04145074
      6;                  1;0.04200000;     0.00900000            ;1.00000000            ;0.00000000;   3.76497359;   3.76497359;4766254.79250445;   0.07626007;  96.00000000; 776.67708333;   0.05099637
      7;                  1;0.04200000;     0.00800000            ;1.00000000            ;0.00000000;   3.81446315;   3.81446315;4835610.33969107;   0.07736976;  97.00000000; 789.18556701;   0.05085906
      8;                  1;0.04100000;     0.00900000            ;1.00000000            ;0.00000000;   3.88647997;   3.88647997;4676948.01381994;   0.07483117;  94.00000000; 783.15957447;   0.04837282
      9;                  1;0.04300000;     0.00900000            ;1.00000000            ;0.00000000;   3.81075210;   3.81075210;4386692.06095948;   0.07018707;  89.00000000; 767.14606742;   0.04670994
     10;                  1;0.04500000;     0.01100000            ;1.00000000            ;0.00000000;   3.80754325;   3.80754325;4714076.63219261;   0.07542522;  95.00000000; 777.07368421;   0.04990094
     11;                  1;0.04600000;     0.00900000            ;1.00000000            ;0.00000000;   3.86092223;   3.86092223;4679741.24255994;   0.07487586;  94.00000000; 778.44680851;   0.04869303
     12;                  1;0.04200000;     0.00900000            ;1.00000000            ;0.00000000;   3.75582968;   3.75582968;4653365.03600223;   0.07445384;  94.00000000; 777.75531915;   0.05005552
     13;                  1;0.04300000;     0.00900000            ;1.00000000            ;0.00000000;   3.94497167;   3.94497167;4634609.64134315;   0.07415375;  93.00000000; 792.26881720;   0.04714863
     14;                  1;0.04500000;     0.01100000            ;1.00000000            ;0.00000000;   3.98961359;   3.98961359;4423832.23340984;   0.07078131;  89.00000000; 788.93258427;   0.04461585
     15;                  1;0.04700000;     0.01200000            ;1.00000000            ;0.00000000;   3.79329720;   3.79329720;4664097.83163480;   0.07462556;  94.00000000; 779.47872340;   0.04956110
     16;                  1;0.04300000;     0.01000000            ;1.00000000            ;0.00000000;   3.78868528;   3.78868528;4656328.35312368;   0.07450125;  94.00000000; 777.74468085;   0.04962143
     17;                  1;0.04200000;     0.00900000            ;1.00000000            ;0.00000000;   3.84694628;   3.84694628;4666774.51130989;   0.07466839;  94.00000000; 782.69148936;   0.04886993
     18;                  1;0.03900000;     0.00800000            ;1.00000000            ;0.00000000;   4.16351806;   4.16351806;4381473.19810597;   0.07010357;  88.00000000; 791.62500000;   0.04227194
     19;                  1;0.04200000;     0.00800000            ;1.00000000            ;0.00000000;   3.81109877;   3.81109877;4605847.63068324;   0.07369356;  93.00000000; 775.40860215;   0.04880482
     20;                  1;0.04300000;     0.00800000            ;1.00000000            ;0.00000000;   3.64635669;   3.64635669;4624859.86453843;   0.07399776;  94.00000000; 766.57446809;   0.05155831
     21;                  1;0.04100000;     0.01000000            ;1.00000000            ;0.00000000;   3.82957746;   3.82957746;4497855.52115824;   0.07196569;  91.00000000; 774.60439560;   0.04752483
     22;                  1;0.04400000;     0.00900000            ;1.00000000            ;0.00000000;   3.98653169;   3.98653169;4528941.23265465;   0.07246306;  91.00000000; 787.23076923;   0.04565372
     23;                  1;0.04600000;     0.01000000            ;1.00000000            ;0.00000000;   3.88155057;   3.88155057;4512149.52746303;   0.07219439;  91.00000000; 775.71428571;   0.04688848
     24;                  1;0.04500000;     0.01100000            ;1.00000000            ;0.00000000;   3.90679571;   3.90679571;4635421.99854061;   0.07416675;  93.00000000; 784.27956989;   0.04760935
     25;                  1;0.04400000;     0.01000000            ;1.00000000            ;0.00000000;   3.85980142;   3.85980142;4683136.84930409;   0.07493019;  94.00000000; 788.35106383;   0.04870717
     26;                  1;0.04100000;     0.00900000            ;1.00000000            ;0.00000000;   3.88673820;   3.88673820;4681601.36535227;   0.07490562;  94.00000000; 789.78723404;   0.04836961
     27;                  1;0.04200000;     0.00800000            ;1.00000000            ;0.00000000;   3.80520002;   3.80520002;4662223.07502585;   0.07459557;  94.00000000; 777.74468085;   0.04940608
     28;                  1;0.04000000;     0.00900000            ;1.00000000            ;0.00000000;   3.92174346;   3.92174346;4458233.02126701;   0.07133173;  90.00000000; 778.91111111;   0.04589795
     29;                  1;0.04200000;     0.00900000            ;1.00000000            ;0.00000000;   3.62971078;   3.62971078;4844621.45152239;   0.07751394;  98.00000000; 771.45918367;   0.05399879
     30;                  1;0.04100000;     0.00800000            ;1.00000000            ;0.00000000;   3.89757973;   3.89757973;4619513.54211341;   0.07391222;  93.00000000; 783.04301075;   0.04772192
     31;                  1;0.04200000;     0.00900000            ;1.00000000            ;0.00000000;   3.78610384;   3.78610384;4761115.70755966;   0.07617785;  96.00000000; 775.34375000;   0.05071176
     32;                  1;0.04000000;     0.00800000            ;1.00000000            ;0.00000000;   4.04410828;   4.04410828;4424291.09537722;   0.07078866;  89.00000000; 786.07865169;   0.04401465
     33;                  1;0.04200000;     0.00800000            ;1.00000000            ;0.00000000;   3.87704360;   3.87704360;4568074.89445753;   0.07308920;  92.00000000; 778.26086957;   0.04745884
     34;                  1;0.04200000;     0.00800000            ;1.00000000            ;0.00000000;   3.82610357;   3.82610357;4503474.67356489;   0.07205559;  91.00000000; 773.45054945;   0.04756798
     35;                  1;0.04300000;     0.00800000            ;1.00000000            ;0.00000000;   3.75159365;   3.75159365;4703187.83630908;   0.07525100;  95.00000000; 774.00000000;   0.05064514
     36;                  1;0.04100000;     0.00900000            ;1.00000000            ;0.00000000;   3.90560386;   3.90560386;4510985.56149784;   0.07217577;  91.00000000; 783.46153846;   0.04659971
     37;                  1;0.04300000;     0.00800000            ;1.00000000            ;0.00000000;   3.78737108;   3.78737108;4650552.59693665;   0.07440884;  94.00000000; 770.48936170;   0.04963865
     38;                  1;0.04200000;     0.00900000            ;1.00000000            ;0.00000000;   3.85047403;   3.85047403;4678246.06116644;   0.07485194;  94.00000000; 784.58510638;   0.04882516
     39;                  1;0.04600000;     0.01000000            ;1.00000000            ;0.00000000;   3.73387313;   3.73387313;4870205.42140405;   0.07792329;  98.00000000; 784.03061224;   0.05249241
     40;                  1;0.04400000;     0.01000000            ;1.00000000            ;0.00000000;   3.98100450;   3.98100450;4472003.35010323;   0.07155205;  90.00000000; 789.02222222;   0.04521472
     41;                  1;0.04500000;     0.01000000            ;1.00000000            ;0.00000000;   3.82269739;   3.82269739;4546242.10873696;   0.07273987;  92.00000000; 770.57608696;   0.04813355
     42;                  1;0.04300000;     0.01100000            ;1.00000000            ;0.00000000;   3.86440107;   3.86440107;4670145.15934099;   0.07472232;  94.00000000; 782.04255319;   0.04864919
     43;                  1;0.04300000;     0.00900000            ;1.00000000            ;0.00000000;   3.88039656;   3.88039656;4671383.98780796;   0.07474214;  94.00000000; 786.76595745;   0.04844866
     44;                  1;0.04100000;     0.00900000            ;1.00000000            ;0.00000000;   3.87514764;   3.87514764;4678471.37793448;   0.07485554;  94.00000000; 783.68085106;   0.04851428
     45;                  1;0.04600000;     0.00900000            ;1.00000000            ;0.00000000;   3.76514298;   3.76514298;4577767.76827359;   0.07324428;  93.00000000; 767.46236559;   0.04940051
     46;                  1;0.04600000;     0.00900000            ;1.00000000            ;0.00000000;   3.78306503;   3.78306503;4600343.29711081;   0.07360549;  93.00000000; 773.29032258;   0.04916648
     47;                  1;0.04200000;     0.01000000            ;1.00000000            ;0.00000000;   3.96736552;   3.96736552;4581731.05655865;   0.07330770;  92.00000000; 788.96739130;   0.04637838
     48;                  1;0.04100000;     0.00900000            ;1.00000000            ;0.00000000;   3.89583229;   3.89583229;4737360.96197595;   0.07579777;  95.00000000; 789.11578947;   0.04877007
     49;                  1;0.04200000;     0.00800000            ;1.00000000            ;0.00000000;   3.94937033;   3.94937033;4574352.22861697;   0.07318963;  92.00000000; 784.89130435;   0.04658971
     50;                  1;0.05900000;     0.01000000            ;1.00000000            ;0.00000000;   3.76723754;   3.76723754;4708677.16391304;   0.07533883;  95.00000000; 777.47368421;   0.05043483
     51;                  1;0.05200000;     0.01200000            ;1.00000000            ;0.00000000;   3.96055653;   3.96055653;4463872.16460407;   0.07142195;  90.00000000; 784.75555556;   0.04544816
     52;                  1;0.04100000;     0.01000000            ;1.00000000            ;0.00000000;   3.96364398;   3.96364398;4519723.17362001;   0.07231557;  91.00000000; 781.58241758;   0.04591734
     53;                  1;0.04100000;     0.01100000            ;1.00000000            ;0.00000000;   4.05205047;   4.05205047;4487053.58283382;   0.07179286;  90.00000000; 794.55555556;   0.04442195
     54;                  1;0.04100000;     0.00900000            ;1.00000000            ;0.00000000;   3.89954957;   3.89954957;4681922.49189117;   0.07491076;  94.00000000; 784.67021277;   0.04821070
     55;                  1;0.04200000;     0.00900000            ;1.00000000            ;0.00000000;   3.86190111;   3.86190111;4554733.92040979;   0.07287574;  92.00000000; 781.50000000;   0.04764493
     56;                  1;0.04100000;     0.00900000            ;1.00000000            ;0.00000000;   3.80080988;   3.80080988;4436901.85025504;   0.07099043;  90.00000000; 769.25555556;   0.04735833
     57;                  1;0.04200000;     0.01300000            ;1.00000000            ;0.00000000;   4.04396777;   4.04396777;4321173.52900013;   0.06913877;  87.00000000; 791.22988506;   0.04302705
     58;                  1;0.04300000;     0.01000000            ;1.00000000            ;0.00000000;   3.84640924;   3.84640924;4785879.19405769;   0.07657407;  96.00000000; 788.66666667;   0.04991669
     59;                  1;0.04300000;     0.00900000            ;1.00000000            ;0.00000000;   4.05374720;   4.05374720;4364496.31440479;   0.06983194;  88.00000000; 788.13636364;   0.04341662
     60;                  1;0.04500000;     0.01300000            ;1.00000000            ;0.00000000;   3.78082566;   3.78082566;4658054.56025782;   0.07452887;  94.00000000; 777.05319149;   0.04972459
     61;                  1;0.04400000;     0.01500000            ;1.00000000            ;0.00000000;   3.99929242;   3.99929242;4535651.56887042;   0.07257042;  91.00000000; 793.35164835;   0.04550805
     62;                  1;0.04300000;     0.01000000            ;1.00000000            ;0.00000000;   3.97882474;   3.97882474;4405586.02453229;   0.07048937;  89.00000000; 778.76404494;   0.04473683
     63;                  1;0.04100000;     0.00900000            ;1.00000000            ;0.00000000;   4.10843305;   4.10843305;4387049.32552908;   0.07019279;  88.00000000; 799.81818182;   0.04283872
     64;                  1;0.04100000;     0.00900000            ;1.00000000            ;0.00000000;   4.04790102;   4.04790102;4363312.94284730;   0.06981301;  88.00000000; 784.93181818;   0.04347932
     65;                  1;0.04100000;     0.01000000            ;1.00000000            ;0.00000000;   3.79847626;   3.79847626;4651133.59649118;   0.07441814;  94.00000000; 775.46808511;   0.04949353
     66;                  1;0.04100000;     0.00800000            ;1.00000000            ;0.00000000;   3.93544365;   3.93544365;4395417.71922175;   0.07032668;  89.00000000; 774.64044944;   0.04522997
     67;                  1;0.04300000;     0.00800000            ;1.00000000            ;0.00000000;   3.74391624;   3.74391624;4715928.31138228;   0.07545485;  95.00000000; 777.72631579;   0.05074900
     68;                  1;0.04000000;     0.00800000            ;1.00000000            ;0.00000000;   4.04775628;   4.04775628;4489237.02709129;   0.07182779;  90.00000000; 794.24444444;   0.04446908
