Rerclolation 2d
Version 1.6 Cluster Analysis - Electric, Thermal properties - Mechanical properties calculation in progress...Report starting: Thu Jul 18 12:39:57 2024

---------------------------------------------------------------------------------------------------
Inputs
|#  ;%Weights;%Spec. Weights;X Dimension;Y Dimension;Type;Size type;      Area;hoop Dist
   0;     0.39;              1;       1e-08;       1e-08;    4;         3;       0.39;        0
   1;     0.61;              1;       1e-08;       1e-08;    2;         0;       0.61;        0
Pixels Per minimum Size:30
Factor [pixelsPerMinimumCircle / minimumSize]:3e+09
Maximum Dimension:1e-08
Minimum Dimension:1e-08
Grid size =[100x100]
Total iterations: 300
---------------------------------------------------------------------------------------------------
Realiazation No;Percolate Y[1]/N[0]; Process Time; Setup Time   ;% Area Comp[0]  ;% Area Comp[1];Electric Conductivity; Thermal Conductivity; Young Modulus; Poisson Ratio ;Total Conductive Paths;Mean Real Path Length;Current Electric Conductivity
      1;                  1;         0;          0.001            ;1            ;0;  20.89905558;  20.89905558;24664.42487233;   0.00789262;   2.00000000; 173.50000000;   0.00095698
      2;                  1;0.00100000;     0.00000000            ;1.00000000            ;0.00000000;  22.62958142;  22.62958142;22510.25998389;   0.00720328;   2.00000000; 171.00000000;   0.00088380
      3;                  1;0.00000000;     0.00200000            ;1.00000000            ;0.00000000;  58.83333340;  58.83333340;10002.86406792;   0.00320092;   1.00000000; 232.00000000;   0.00016997
      4;                  0;0.00000000;     0.00100000            ;1.00000000            ;0.00000000;   0.00000000;   0.00000000;100000.00000000;   0.30000000;   0.00000000;   0.00000000;   0.00000000
      5;                  1;0.00100000;     0.00100000            ;1.00000000            ;0.00000000;  59.85833341;  59.85833341;9745.57098604;   0.00311858;   1.00000000; 253.00000000;   0.00016706
      6;                  1;0.00000000;     0.00100000            ;1.00000000            ;0.00000000;  30.55130963;  30.55130963;22994.67884033;   0.00735830;   2.00000000; 205.50000000;   0.00065464
      7;                  1;0.00100000;     0.00000000            ;1.00000000            ;0.00000000;  62.79285721;  62.79285721;9233.37351561;   0.00295468;   1.00000000; 243.00000000;   0.00015925
      8;                  1;0.00000000;     0.00100000            ;1.00000000            ;0.00000000;  80.68015876;  80.68015876;10098.09578765;   0.00323139;   1.00000000; 249.00000000;   0.00012395
      9;                  0;0.00000000;     0.00000000            ;1.00000000            ;0.00000000;   0.00000000;   0.00000000;100000.00000000;   0.30000000;   0.00000000;   0.00000000;   0.00000000
     10;                  1;0.00100000;     0.00000000            ;1.00000000            ;0.00000000;  27.58832406;  27.58832406;23499.79318148;   0.00751993;   2.00000000; 209.00000000;   0.00072494
     11;                  1;0.00000000;     0.00100000            ;1.00000000            ;0.00000000;  72.18333340;  72.18333340;10995.05222650;   0.00351842;   1.00000000; 231.00000000;   0.00013854
     12;                  1;0.00100000;     0.00000000            ;1.00000000            ;0.00000000;  26.95504944;  26.95504944;22435.61061001;   0.00717940;   2.00000000; 188.00000000;   0.00074198
     13;                  1;0.00000000;     0.00100000            ;1.00000000            ;0.00000000;  59.22777789;  59.22777789;9105.75686184;   0.00291384;   1.00000000; 242.00000000;   0.00016884
     14;                  1;0.00000000;     0.00100000            ;1.00000000            ;0.00000000;  59.72619058;  59.72619058;9465.21533365;   0.00302887;   1.00000000; 269.00000000;   0.00016743
     15;                  1;0.00000000;     0.00100000            ;1.00000000            ;0.00000000;  20.82638434;  20.82638434;21279.23441936;   0.00680935;   2.00000000; 218.00000000;   0.00096032
     16;                  0;0.00000000;     0.00000000            ;1.00000000            ;0.00000000;   0.00000000;   0.00000000;100000.00000000;   0.30000000;   0.00000000;   0.00000000;   0.00000000
     17;                  1;0.00100000;     0.00000000            ;1.00000000            ;0.00000000;  65.90000004;  65.90000004;10960.62005793;   0.00350740;   1.00000000; 216.00000000;   0.00015175
     18;                  1;0.00000000;     0.00100000            ;1.00000000            ;0.00000000;  48.83452395;  48.83452395;12272.44835345;   0.00392718;   1.00000000; 158.00000000;   0.00020477
     19;                  1;0.00000000;     0.00100000            ;1.00000000            ;0.00000000;  31.63342956;  31.63342956;23089.43922135;   0.00738862;   2.00000000; 201.50000000;   0.00063224
     20;                  1;0.00000000;     0.00100000            ;1.00000000            ;0.00000000;  22.76726266;  22.76726266;21153.69136016;   0.00676918;   2.00000000; 199.00000000;   0.00087845
     21;                  1;0.00000000;     0.00100000            ;1.00000000            ;0.00000000;  73.57063501;  73.57063501;8437.94261529;   0.00270014;   1.00000000; 302.00000000;   0.00013592
     22;                  1;0.00000000;     0.00100000            ;1.00000000            ;0.00000000;  79.31666674;  79.31666674;8133.58444161;   0.00260275;   1.00000000; 313.00000000;   0.00012608
     23;                  1;0.00100000;     0.00100000            ;1.00000000            ;0.00000000;  63.23333338;  63.23333338;11528.16853084;   0.00368901;   1.00000000; 220.00000000;   0.00015814
     24;                  1;0.00000000;     0.00100000            ;1.00000000            ;0.00000000;  24.42351094;  24.42351094;24201.15299043;   0.00774437;   2.00000000; 175.00000000;   0.00081888
     25;                  1;0.00000000;     0.00100000            ;1.00000000            ;0.00000000;  16.62759609;  16.62759609;32650.41736054;   0.01044813;   3.00000000; 197.00000000;   0.00180423
     26;                  1;0.00100000;     0.00000000            ;1.00000000            ;0.00000000;  25.94520731;  25.94520731;21774.45406490;   0.00696783;   2.00000000; 204.50000000;   0.00077086
     27;                  1;0.00100000;     0.00000000            ;1.00000000            ;0.00000000;  73.65000005;  73.65000005;13394.13846988;   0.00428612;   1.00000000; 195.00000000;   0.00013578
     28;                  1;0.00000000;     0.00100000            ;1.00000000            ;0.00000000;  67.04166675;  67.04166675;13189.02170955;   0.00422049;   1.00000000; 201.00000000;   0.00014916
     29;                  0;0.00000000;     0.00100000            ;1.00000000            ;0.00000000;   0.00000000;   0.00000000;100000.00000000;   0.30000000;   0.00000000;   0.00000000;   0.00000000
     30;                  1;0.00000000;     0.00100000            ;1.00000000            ;0.00000000;  56.33333342;  56.33333342;11774.71053837;   0.00376791;   1.00000000; 201.00000000;   0.00017751
     31;                  1;0.00100000;     0.00000000            ;1.00000000            ;0.00000000;  64.56666675;  64.56666675;10807.88975952;   0.00345852;   1.00000000; 203.00000000;   0.00015488
     32;                  0;0.00000000;     0.00100000            ;1.00000000            ;0.00000000;   0.00000000;   0.00000000;100000.00000000;   0.30000000;   0.00000000;   0.00000000;   0.00000000
     33;                  1;0.00000000;     0.00100000            ;1.00000000            ;0.00000000;  45.79285721;  45.79285721;11622.27602906;   0.00371913;   1.00000000; 192.00000000;   0.00021837
     34;                  1;0.00000000;     0.00000000            ;1.00000000            ;0.00000000;  68.82500008;  68.82500008;10019.92055634;   0.00320637;   1.00000000; 258.00000000;   0.00014530
     35;                  1;0.00100000;     0.00000000            ;1.00000000            ;0.00000000;  42.68333340;  42.68333340;11889.26003510;   0.00380456;   1.00000000; 197.00000000;   0.00023428
