Rerclolation 2d
Version 1.6 Cluster Analysis - Electric, Thermal properties - Mechanical properties calculation in progress...Report starting: Thu Jul 18 13:02:42 2024

---------------------------------------------------------------------------------------------------
Inputs
|#  ;%Weights;%Spec. Weights;X Dimension;Y Dimension;Type;Size type;      Area;hoop Dist
   0;     0.17;              1;       1e-08;       1e-08;    4;         3;       0.17;        0
   1;     0.83;              1;       1e-08;       1e-08;    2;         0;       0.83;        0
Pixels Per minimum Size:101
Factor [pixelsPerMinimumCircle / minimumSize]:1.01e+10
Maximum Dimension:1e-08
Minimum Dimension:1e-08
Grid size =[500x500]
Total iterations: 300
---------------------------------------------------------------------------------------------------
Realiazation No;Percolate Y[1]/N[0]; Process Time; Setup Time   ;% Area Comp[0]  ;% Area Comp[1];Electric Conductivity; Thermal Conductivity; Young Modulus; Poisson Ratio ;Total Conductive Paths;Mean Real Path Length;Current Electric Conductivity
      1;                  1;     0.051;          0.009            ;1            ;0;   2.99715013;   2.99715013;6453729.23856689;   0.10325967; 133.00000000; 734.74436090;   0.08875098
      2;                  1;0.04900000;     0.00900000            ;1.00000000            ;0.00000000;   3.05430464;   3.05430464;6376527.17584533;   0.10202443; 131.00000000; 738.93893130;   0.08578057
      3;                  1;0.04900000;     0.00900000            ;1.00000000            ;0.00000000;   2.96359102;   2.96359102;6608108.16706458;   0.10572973; 136.00000000; 731.99264706;   0.09178055
      4;                  1;0.04900000;     0.00800000            ;1.00000000            ;0.00000000;   2.97337603;   2.97337603;6721922.10451156;   0.10755075; 138.00000000; 742.16666667;   0.09282378
      5;                  1;0.04900000;     0.01000000            ;1.00000000            ;0.00000000;   2.94931138;   2.94931138;6705918.28348451;   0.10729469; 138.00000000; 733.40579710;   0.09358117
      6;                  1;0.04900000;     0.00800000            ;1.00000000            ;0.00000000;   2.90289187;   2.90289187;6580463.92859299;   0.10528742; 136.00000000; 727.67647059;   0.09369967
      7;                  1;0.04900000;     0.00800000            ;1.00000000            ;0.00000000;   3.05544408;   3.05544408;6426204.34852991;   0.10281927; 132.00000000; 740.35606061;   0.08640315
      8;                  1;0.04900000;     0.00900000            ;1.00000000            ;0.00000000;   2.95804135;   2.95804135;6645715.43462672;   0.10633144; 137.00000000; 729.63503650;   0.09262886
      9;                  1;0.04900000;     0.00900000            ;1.00000000            ;0.00000000;   2.92504151;   2.92504151;6750565.82341908;   0.10800905; 139.00000000; 730.76978417;   0.09504139
     10;                  1;0.05000000;     0.00900000            ;1.00000000            ;0.00000000;   2.93585583;   2.93585583;6754475.98650381;   0.10807161; 139.00000000; 736.27338129;   0.09469130
     11;                  1;0.04900000;     0.00800000            ;1.00000000            ;0.00000000;   2.99052528;   2.99052528;6467211.52024835;   0.10347538; 133.00000000; 734.86466165;   0.08894758
     12;                  1;0.05300000;     0.01000000            ;1.00000000            ;0.00000000;   2.92714973;   2.92714973;6589061.63565363;   0.10542498; 136.00000000; 729.48529412;   0.09292316
     13;                  1;0.05200000;     0.00900000            ;1.00000000            ;0.00000000;   2.90390691;   2.90390691;6633068.22872764;   0.10612909; 137.00000000; 726.65693431;   0.09435564
     14;                  1;0.05300000;     0.00900000            ;1.00000000            ;0.00000000;   2.87175586;   2.87175586;6783046.00564431;   0.10852873; 140.00000000; 728.92142857;   0.09750132
     15;                  1;0.05100000;     0.00800000            ;1.00000000            ;0.00000000;   2.94725961;   2.94725961;6779210.91962886;   0.10846737; 139.00000000; 741.89208633;   0.09432491
     16;                  1;0.05000000;     0.00800000            ;1.00000000            ;0.00000000;   2.94814115;   2.94814115;6814136.24562806;   0.10902618; 140.00000000; 739.59285714;   0.09497510
     17;                  1;0.05000000;     0.00800000            ;1.00000000            ;0.00000000;   2.92524172;   2.92524172;6704420.93860306;   0.10727073; 138.00000000; 735.50000000;   0.09435118
     18;                  1;0.05000000;     0.00800000            ;1.00000000            ;0.00000000;   2.94158412;   2.94158412;6814381.29872947;   0.10903010; 140.00000000; 736.69285714;   0.09518681
     19;                  1;0.04900000;     0.00800000            ;1.00000000            ;0.00000000;   2.89688501;   2.89688501;6641639.98814153;   0.10626624; 137.00000000; 730.97080292;   0.09458436
     20;                  1;0.05300000;     0.00900000            ;1.00000000            ;0.00000000;   2.88714090;   2.88714090;6799141.69757332;   0.10878626; 140.00000000; 735.22142857;   0.09698176
     21;                  1;0.05200000;     0.00900000            ;1.00000000            ;0.00000000;   2.82897057;   2.82897057;6759578.37954981;   0.10815325; 140.00000000; 721.64285714;   0.09897593
     22;                  1;0.05300000;     0.01100000            ;1.00000000            ;0.00000000;   2.97316521;   2.97316521;6603950.85281514;   0.10566321; 136.00000000; 734.86029412;   0.09148499
     23;                  1;0.05000000;     0.00900000            ;1.00000000            ;0.00000000;   2.97887566;   2.97887566;6728285.82362525;   0.10765257; 138.00000000; 740.19565217;   0.09265241
     24;                  1;0.04800000;     0.00800000            ;1.00000000            ;0.00000000;   3.08690807;   3.08690807;6383875.57716325;   0.10214201; 131.00000000; 743.06106870;   0.08487457
     25;                  1;0.04900000;     0.00800000            ;1.00000000            ;0.00000000;   3.03257888;   3.03257888;6403098.02613421;   0.10244957; 132.00000000; 734.07575758;   0.08705462
     26;                  1;0.04900000;     0.00800000            ;1.00000000            ;0.00000000;   2.93111734;   2.93111734;6859690.27913246;   0.10975504; 141.00000000; 735.67375887;   0.09620905
     27;                  1;0.04800000;     0.00900000            ;1.00000000            ;0.00000000;   2.99816323;   2.99816323;6493947.17323237;   0.10390315; 134.00000000; 728.70149254;   0.08938806
     28;                  1;0.04900000;     0.00800000            ;1.00000000            ;0.00000000;   2.91594098;   2.91594098;6797786.62341106;   0.10876458; 140.00000000; 734.40714286;   0.09602389
     29;                  1;0.05000000;     0.00800000            ;1.00000000            ;0.00000000;   2.87835149;   2.87835149;6617249.71217131;   0.10587599; 137.00000000; 724.78102190;   0.09519338
     30;                  1;0.04900000;     0.00800000            ;1.00000000            ;0.00000000;   2.95938182;   2.95938182;6678338.03481350;   0.10685341; 137.00000000; 738.97080292;   0.09258690
     31;                  1;0.04700000;     0.00900000            ;1.00000000            ;0.00000000;   3.10761357;   3.10761357;6341836.90888549;   0.10146939; 130.00000000; 741.56923077;   0.08366549
     32;                  1;0.04800000;     0.00900000            ;1.00000000            ;0.00000000;   2.95206314;   2.95206314;6709320.61580484;   0.10734913; 138.00000000; 735.50000000;   0.09349394
     33;                  1;0.05000000;     0.01000000            ;1.00000000            ;0.00000000;   2.85607308;   2.85607308;6779373.89326479;   0.10846998; 140.00000000; 727.95000000;   0.09803671
     34;                  1;0.05100000;     0.00800000            ;1.00000000            ;0.00000000;   2.98221749;   2.98221749;6443670.13595317;   0.10309872; 133.00000000; 732.27819549;   0.08919537
     35;                  1;0.05500000;     0.01000000            ;1.00000000            ;0.00000000;   2.83344319;   2.83344319;6878582.01479888;   0.11005731; 142.00000000; 728.00000000;   0.10023141
     36;                  1;0.05400000;     0.01000000            ;1.00000000            ;0.00000000;   2.93865753;   2.93865753;6806809.37011298;   0.10890895; 140.00000000; 734.35714286;   0.09528160
     37;                  1;0.05000000;     0.00900000            ;1.00000000            ;0.00000000;   2.88504903;   2.88504903;6785854.51784541;   0.10857367; 140.00000000; 728.76428571;   0.09705208
     38;                  1;0.05000000;     0.00900000            ;1.00000000            ;0.00000000;   2.96557874;   2.96557874;6557472.21849143;   0.10491955; 135.00000000; 738.65925926;   0.09104462
     39;                  1;0.05000000;     0.00800000            ;1.00000000            ;0.00000000;   2.89457663;   2.89457663;6801170.45800387;   0.10881872; 140.00000000; 734.93571429;   0.09673263
     40;                  1;0.04800000;     0.00800000            ;1.00000000            ;0.00000000;   2.96525753;   2.96525753;6592466.64523187;   0.10547946; 136.00000000; 733.02205882;   0.09172896
     41;                  1;0.05100000;     0.00800000            ;1.00000000            ;0.00000000;   2.92144503;   2.92144503;6647857.17918139;   0.10636571; 137.00000000; 732.21167883;   0.09378920
     42;                  1;0.05100000;     0.00800000            ;1.00000000            ;0.00000000;   2.78034613;   2.78034613;6858067.86637991;   0.10972908; 142.00000000; 723.68309859;   0.10214556
     43;                  1;0.04800000;     0.00900000            ;1.00000000            ;0.00000000;   3.04173412;   3.04173412;6573121.52687258;   0.10516994; 135.00000000; 738.62962963;   0.08876515
     44;                  1;0.04800000;     0.00800000            ;1.00000000            ;0.00000000;   2.99086939;   2.99086939;6603078.93506826;   0.10564926; 136.00000000; 736.22058824;   0.09094346
     45;                  1;0.04900000;     0.00800000            ;1.00000000            ;0.00000000;   2.94062276;   2.94062276;6733739.42441225;   0.10773983; 139.00000000; 728.23741007;   0.09453780
     46;                  1;0.05000000;     0.00800000            ;1.00000000            ;0.00000000;   2.91979792;   2.91979792;6527365.96899476;   0.10443785; 135.00000000; 730.02962963;   0.09247215
     47;                  1;0.04900000;     0.00800000            ;1.00000000            ;0.00000000;   2.96092071;   2.96092071;6543168.71687854;   0.10469070; 135.00000000; 730.56296296;   0.09118785
     48;                  1;0.04700000;     0.00900000            ;1.00000000            ;0.00000000;   3.13038475;   3.13038475;6334362.28463011;   0.10134979; 130.00000000; 740.40000000;   0.08305688
     49;                  1;0.04900000;     0.00800000            ;1.00000000            ;0.00000000;   2.91252212;   2.91252212;6567250.07401727;   0.10507600; 136.00000000; 723.93382353;   0.09338985
     50;                  1;0.04800000;     0.00900000            ;1.00000000            ;0.00000000;   3.03924209;   3.03924209;6645421.96637588;   0.10632675; 136.00000000; 744.64705882;   0.08949600
     51;                  1;0.04900000;     0.00800000            ;1.00000000            ;0.00000000;   2.91236600;   2.91236600;6643412.66332544;   0.10629460; 137.00000000; 730.16788321;   0.09408158
     52;                  1;0.04900000;     0.00800000            ;1.00000000            ;0.00000000;   2.93026351;   2.93026351;6702124.63858626;   0.10723399; 138.00000000; 733.28985507;   0.09418948
     53;                  1;0.05000000;     0.00800000            ;1.00000000            ;0.00000000;   2.97846171;   2.97846171;6557855.91587689;   0.10492569; 135.00000000; 733.27407407;   0.09065082
     54;                  1;0.05000000;     0.00900000            ;1.00000000            ;0.00000000;   2.95329121;   2.95329121;6647721.13782886;   0.10636354; 137.00000000; 734.59854015;   0.09277785
     55;                  1;0.05300000;     0.01000000            ;1.00000000            ;0.00000000;   2.91971135;   2.91971135;6419425.88748538;   0.10271081; 133.00000000; 722.83458647;   0.09110490
     56;                  1;0.05300000;     0.00900000            ;1.00000000            ;0.00000000;   2.97002727;   2.97002727;6648667.62820083;   0.10637868; 137.00000000; 735.23357664;   0.09225505
     57;                  1;0.05000000;     0.01000000            ;1.00000000            ;0.00000000;   3.02094695;   3.02094695;6469232.10648068;   0.10350771; 133.00000000; 739.37593985;   0.08805186
     58;                  1;0.04800000;     0.00900000            ;1.00000000            ;0.00000000;   3.03860217;   3.03860217;6363029.23154956;   0.10180847; 131.00000000; 736.38167939;   0.08622386
     59;                  1;0.05000000;     0.00800000            ;1.00000000            ;0.00000000;   2.97909272;   2.97909272;6714427.52312022;   0.10743084; 138.00000000; 738.23188406;   0.09264566
     60;                  1;0.05200000;     0.00800000            ;1.00000000            ;0.00000000;   2.96814775;   2.96814775;6649236.48782668;   0.10638778; 137.00000000; 734.84671533;   0.09231346
     61;                  1;0.05000000;     0.00800000            ;1.00000000            ;0.00000000;   3.02014355;   3.02014355;6617699.69735539;   0.10588319; 136.00000000; 737.89705882;   0.09006194
     62;                  1;0.05200000;     0.00900000            ;1.00000000            ;0.00000000;   2.86355918;   2.86355918;6685720.69390856;   0.10697153; 138.00000000; 728.05072464;   0.09638355
     63;                  1;0.04800000;     0.00800000            ;1.00000000            ;0.00000000;   2.97516459;   2.97516459;6601959.07962920;   0.10563134; 136.00000000; 733.54411765;   0.09142351
     64;                  1;0.05000000;     0.00900000            ;1.00000000            ;0.00000000;   2.87695235;   2.87695235;6684345.35821568;   0.10694952; 138.00000000; 730.07971014;   0.09593485
     65;                  1;0.05000000;     0.00800000            ;1.00000000            ;0.00000000;   3.00918356;   3.00918356;6562413.42090391;   0.10499861; 135.00000000; 738.90370370;   0.08972533
     66;                  1;0.04900000;     0.00800000            ;1.00000000            ;0.00000000;   2.97468220;   2.97468220;6558170.18406959;   0.10493072; 135.00000000; 734.74814815;   0.09076600
     67;                  1;0.05000000;     0.00800000            ;1.00000000            ;0.00000000;   2.91725288;   2.91725288;6793288.76574789;   0.10869262; 140.00000000; 735.31428571;   0.09598071
     68;                  1;0.05100000;     0.00800000            ;1.00000000            ;0.00000000;   2.87511741;   2.87511741;6855108.07100163;   0.10968173; 141.00000000; 733.39716312;   0.09808295
     69;                  1;0.05000000;     0.00900000            ;1.00000000            ;0.00000000;   2.96797420;   2.96797420;6445866.92254107;   0.10313387; 133.00000000; 728.43609023;   0.08962342
     70;                  1;0.05000000;     0.00800000            ;1.00000000            ;0.00000000;   2.89637062;   2.89637062;6747728.86581498;   0.10796366; 139.00000000; 732.89208633;   0.09598219
     71;                  1;0.05000000;     0.01000000            ;1.00000000            ;0.00000000;   2.98661772;   2.98661772;6670664.89303555;   0.10673064; 137.00000000; 739.93430657;   0.09174258
     72;                  1;0.05000000;     0.00800000            ;1.00000000            ;0.00000000;   2.92302776;   2.92302776;6846642.42949103;   0.10954628; 141.00000000; 735.63120567;   0.09647531
     73;                  1;0.04900000;     0.00900000            ;1.00000000            ;0.00000000;   3.04144264;   3.04144264;6685658.09283934;   0.10697053; 137.00000000; 747.05839416;   0.09008883
     74;                  1;0.05100000;     0.00900000            ;1.00000000            ;0.00000000;   2.94476192;   2.94476192;6652252.23032460;   0.10643603; 137.00000000; 735.56934307;   0.09304657
     75;                  1;0.05100000;     0.00900000            ;1.00000000            ;0.00000000;   2.87986927;   2.87986927;6783060.71935780;   0.10852897; 140.00000000; 728.85714286;   0.09722664
     76;                  1;0.04900000;     0.00800000            ;1.00000000            ;0.00000000;   2.98947423;   2.98947423;6611032.69607654;   0.10577652; 136.00000000; 735.73529412;   0.09098590
     77;                  1;0.05000000;     0.00800000            ;1.00000000            ;0.00000000;   3.01557154;   3.01557154;6628333.94816793;   0.10605334; 136.00000000; 741.50735294;   0.09019849
     78;                  1;0.04800000;     0.00800000            ;1.00000000            ;0.00000000;   3.10292930;   3.10292930;6400239.37558222;   0.10240383; 131.00000000; 744.50381679;   0.08443634
     79;                  1;0.04800000;     0.00900000            ;1.00000000            ;0.00000000;   2.98609836;   2.98609836;6619100.14981629;   0.10590560; 136.00000000; 738.05147059;   0.09108876
     80;                  1;0.05000000;     0.00800000            ;1.00000000            ;0.00000000;   2.89032020;   2.89032020;6743505.63894539;   0.10789609; 139.00000000; 733.76978417;   0.09618311
     81;                  1;0.05100000;     0.00900000            ;1.00000000            ;0.00000000;   2.79733298;   2.79733298;6965838.37389727;   0.11145341; 144.00000000; 723.20138889;   0.10295521
     82;                  1;0.05000000;     0.00800000            ;1.00000000            ;0.00000000;   2.94892888;   2.94892888;6601882.86775847;   0.10563012; 136.00000000; 732.96323529;   0.09223688
     83;                  1;0.05000000;     0.00900000            ;1.00000000            ;0.00000000;   2.87150288;   2.87150288;7057853.71425560;   0.11292566; 145.00000000; 737.33103448;   0.10099241
     84;                  1;0.05000000;     0.00800000            ;1.00000000            ;0.00000000;   2.92099142;   2.92099142;6848729.86081907;   0.10957968; 141.00000000; 731.59574468;   0.09654256
     85;                  1;0.04900000;     0.00800000            ;1.00000000            ;0.00000000;   2.95717741;   2.95717741;6672318.14822210;   0.10675709; 137.00000000; 737.93430657;   0.09265592
     86;                  1;0.04600000;     0.00800000            ;1.00000000            ;0.00000000;   3.26923491;   3.26923491;6039275.37112725;   0.09662840; 124.00000000; 741.00806452;   0.07585873
     87;                  1;0.05000000;     0.00900000            ;1.00000000            ;0.00000000;   2.88498509;   2.88498509;6690669.59986016;   0.10705071; 138.00000000; 730.11594203;   0.09566774
     88;                  1;0.04900000;     0.00900000            ;1.00000000            ;0.00000000;   2.96485919;   2.96485919;6438540.99934918;   0.10301665; 133.00000000; 730.19548872;   0.08971758
     89;                  1;0.05000000;     0.00800000            ;1.00000000            ;0.00000000;   2.90272581;   2.90272581;6741890.55328430;   0.10787025; 139.00000000; 731.35971223;   0.09577205
     90;                  1;0.04800000;     0.00900000            ;1.00000000            ;0.00000000;   3.04882310;   3.04882310;6641352.39480586;   0.10626164; 136.00000000; 743.47058824;   0.08921475
     91;                  1;0.05000000;     0.00800000            ;1.00000000            ;0.00000000;   2.89428470;   2.89428470;6587458.48582054;   0.10539933; 136.00000000; 727.15441176;   0.09397832
     92;                  1;0.04900000;     0.00800000            ;1.00000000            ;0.00000000;   2.97913459;   2.97913459;6773455.69191365;   0.10837529; 139.00000000; 736.72661871;   0.09331569
     93;                  1;0.04900000;     0.00800000            ;1.00000000            ;0.00000000;   2.91495889;   2.91495889;6757692.25345096;   0.10812307; 139.00000000; 735.53956835;   0.09537013
     94;                  1;0.05000000;     0.00800000            ;1.00000000            ;0.00000000;   2.89370118;   2.89370118;6860005.85415466;   0.10976009; 141.00000000; 734.74468085;   0.09745305
     95;                  1;0.05000000;     0.00800000            ;1.00000000            ;0.00000000;   2.83389940;   2.83389940;6698053.56305941;   0.10716885; 139.00000000; 722.53956835;   0.09809805
     96;                  1;0.04900000;     0.00800000            ;1.00000000            ;0.00000000;   2.96805716;   2.96805716;6500106.03780983;   0.10400169; 134.00000000; 734.48507463;   0.09029476
     97;                  1;0.04700000;     0.00900000            ;1.00000000            ;0.00000000;   2.99261703;   2.99261703;6388970.01285145;   0.10222352; 132.00000000; 727.95454545;   0.08821710
