Electric,Thermal, Mechanical Properties Estimation With Percolation Theory (ETMPEWPT) (2D version) 
Version 2.0 Percolation, Cluster Analysis,  Electric - Thermal - Mechanical properties
Report starting: ,Thu May 22 09:31:40 2025
---------------------------------------------------------------------------------------------------
Inputs
    |#, % Weights, % Spec.Weights, X Dimension, Y Dimension, Type, Size type,       Area,     hoop,
     0,      0.6,              1,       1e-08,       1e-08,    4,         3,        0.6,        0
     1,      0.4,              1,       1e-08,       1e-08,    2,         0,        0.4,        0
Pixels Per minimum Size (ppms):,101
Factor [ppms / minimumSize]:,1.01e+10
Maximum Dimension:,1e-08
Minimum Dimension:,1e-08
Grid size,300,x,300
Total iterations: ,300
---------------------------------------------------------------------------------------------------
Realization No,PercolateY[1]/N[0],Process Time,Setup Time               ,% Real Area Comp[0]              ,% Real Area Comp[1],Electric Conductivity,Thermal Conductivity,Young Modulus,Poisson Ratio,Total Conductive Paths,Mean Real Path Length,Current Electric Conductivity
      1,                  0,         0,          0.001            ,0.561244            ,0.438756,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
      2,                  0,0.00000000000000000,0.00100000000000000            ,0.57244444444444442            ,0.42755555555555558,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
      3,                  0,0.00400000000000000,0.00100000000000000            ,0.54217777777777776            ,0.45782222222222224,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
      4,                  0,0.00100000000000000,0.00100000000000000            ,0.51916666666666667            ,0.48083333333333333,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
      5,                  0,0.00100000000000000,0.00100000000000000            ,0.59126666666666661            ,0.40873333333333334,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
      6,                  0,0.00000000000000000,0.00100000000000000            ,0.58160000000000001            ,0.41839999999999999,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
      7,                  0,0.00000000000000000,0.00100000000000000            ,0.59228888888888886            ,0.40771111111111114,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
      8,                  0,0.00100000000000000,0.00100000000000000            ,0.55966666666666665            ,0.44033333333333335,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
      9,                  0,0.00000000000000000,0.00100000000000000            ,0.59480000000000000            ,0.40520000000000000,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     10,                  0,0.00000000000000000,0.00100000000000000            ,0.57788888888888890            ,0.42211111111111110,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     11,                  0,0.00000000000000000,0.00100000000000000            ,0.54390000000000005            ,0.45610000000000001,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     12,                  0,0.00000000000000000,0.00100000000000000            ,0.52429999999999999            ,0.47570000000000001,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     13,                  0,0.00000000000000000,0.00100000000000000            ,0.56985555555555556            ,0.43014444444444444,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     14,                  0,0.00000000000000000,0.00100000000000000            ,0.59000000000000008            ,0.40999999999999998,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     15,                  0,0.00100000000000000,0.00100000000000000            ,0.53128888888888892            ,0.46871111111111113,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     16,                  0,0.00100000000000000,0.00100000000000000            ,0.59168888888888893            ,0.40831111111111112,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     17,                  1,0.00600000000000000,0.00100000000000000            ,0.53901111111111111            ,0.46098888888888889,10.04265290735320804,10.04265290735320804,1100269753.91955184936523438,0.30255128021031791,37.00000000000000000,384.32432432432432279,0.01228095150465958
     18,                  0,0.00000000000000000,0.00100000000000000            ,0.57810000000000006            ,0.42190000000000000,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     19,                  0,0.00100000000000000,0.00100000000000000            ,0.58592222222222223            ,0.41407777777777777,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     20,                  0,0.00000000000000000,0.00100000000000000            ,0.59273333333333333            ,0.40726666666666667,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     21,                  0,0.00000000000000000,0.00100000000000000            ,0.58973333333333333            ,0.41026666666666667,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     22,                  0,0.00000000000000000,0.00100000000000000            ,0.59513333333333329            ,0.40486666666666665,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     23,                  0,0.00000000000000000,0.00100000000000000            ,0.57808888888888887            ,0.42191111111111113,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     24,                  0,0.00000000000000000,0.00100000000000000            ,0.58976666666666666            ,0.41023333333333334,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     25,                  0,0.00200000000000000,0.00000000000000000            ,0.57523333333333326            ,0.42476666666666668,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     26,                  0,0.00100000000000000,0.00100000000000000            ,0.54902222222222230            ,0.45097777777777776,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     27,                  0,0.00100000000000000,0.00100000000000000            ,0.59970000000000001            ,0.40029999999999999,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     28,                  0,0.00100000000000000,0.00100000000000000            ,0.52235555555555557            ,0.47764444444444443,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     29,                  0,0.00000000000000000,0.00000000000000000            ,0.53190000000000004            ,0.46810000000000002,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     30,                  0,0.00000000000000000,0.00100000000000000            ,0.53753333333333331            ,0.46246666666666669,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     31,                  0,0.00000000000000000,0.00100000000000000            ,0.58591111111111105            ,0.41408888888888890,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     32,                  0,0.00100000000000000,0.00100000000000000            ,0.55570000000000008            ,0.44429999999999997,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     33,                  0,0.00000000000000000,0.00000000000000000            ,0.56723333333333326            ,0.43276666666666669,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     34,                  0,0.00100000000000000,0.01700000000000000            ,0.56811111111111112            ,0.43188888888888888,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     35,                  0,0.00000000000000000,0.00100000000000000            ,0.56483333333333330            ,0.43516666666666665,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     36,                  0,0.00100000000000000,0.00100000000000000            ,0.59963333333333335            ,0.40036666666666665,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     37,                  0,0.00000000000000000,0.00100000000000000            ,0.52563333333333340            ,0.47436666666666666,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     38,                  0,0.00100000000000000,0.00000000000000000            ,0.56186666666666674            ,0.43813333333333332,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     39,                  0,0.00100000000000000,0.00100000000000000            ,0.57136666666666669            ,0.42863333333333331,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     40,                  0,0.00100000000000000,0.00100000000000000            ,0.58803333333333341            ,0.41196666666666665,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     41,                  0,0.00000000000000000,0.00100000000000000            ,0.56515555555555563            ,0.43484444444444442,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     42,                  0,0.00100000000000000,0.00000000000000000            ,0.54084444444444446            ,0.45915555555555554,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     43,                  0,0.00000000000000000,0.00100000000000000            ,0.56507777777777779            ,0.43492222222222221,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     44,                  0,0.00000000000000000,0.00000000000000000            ,0.59171111111111108            ,0.40828888888888887,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     45,                  0,0.00000000000000000,0.00100000000000000            ,0.56622222222222218            ,0.43377777777777776,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     46,                  0,0.00000000000000000,0.00100000000000000            ,0.59183333333333332            ,0.40816666666666668,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     47,                  0,0.00100000000000000,0.00100000000000000            ,0.53435555555555547            ,0.46564444444444447,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     48,                  0,0.00000000000000000,0.00000000000000000            ,0.59494444444444450            ,0.40505555555555556,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     49,                  0,0.00100000000000000,0.00100000000000000            ,0.59519999999999995            ,0.40479999999999999,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     50,                  0,0.00100000000000000,0.00100000000000000            ,0.58813333333333340            ,0.41186666666666666,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     51,                  0,0.00100000000000000,0.00100000000000000            ,0.57421111111111112            ,0.42578888888888888,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     52,                  0,0.00000000000000000,0.00000000000000000            ,0.59282222222222214            ,0.40717777777777781,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     53,                  0,0.00000000000000000,0.00100000000000000            ,0.59157777777777776            ,0.40842222222222224,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     54,                  0,0.00000000000000000,0.00100000000000000            ,0.59293333333333331            ,0.40706666666666669,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     55,                  0,0.00000000000000000,0.00100000000000000            ,0.56373333333333331            ,0.43626666666666669,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     56,                  0,0.00000000000000000,0.00100000000000000            ,0.54076666666666662            ,0.45923333333333333,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     57,                  0,0.00100000000000000,0.00100000000000000            ,0.58235555555555552            ,0.41764444444444443,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     58,                  0,0.00200000000000000,0.00100000000000000            ,0.57511111111111113            ,0.42488888888888887,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     59,                  0,0.00100000000000000,0.00100000000000000            ,0.53541111111111106            ,0.46458888888888888,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     60,                  0,0.00000000000000000,0.00100000000000000            ,0.57445555555555550            ,0.42554444444444445,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     61,                  0,0.00000000000000000,0.00100000000000000            ,0.55513333333333326            ,0.44486666666666669,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     62,                  0,0.00000000000000000,0.00100000000000000            ,0.56321111111111111            ,0.43678888888888889,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     63,                  0,0.00000000000000000,0.00100000000000000            ,0.57337777777777776            ,0.42662222222222224,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     64,                  0,0.00000000000000000,0.00100000000000000            ,0.58627777777777779            ,0.41372222222222221,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     65,                  0,0.00100000000000000,0.00100000000000000            ,0.55838888888888882            ,0.44161111111111112,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
     66,                  0,0.00000000000000000,0.00100000000000000            ,0.52429999999999999            ,0.47570000000000001,0.00000000000000000,0.00000000000000000,100000.00000000000000000,0.29999999999999999,0.00000000000000000,0.00000000000000000,0.00000000000000000
