Rerclolation 2d
Version 1.6 Cluster Analysis - Electric, Thermal properties - Mechanical properties calculation in progress...Report starting: Thu Jul 18 12:40:01 2024

---------------------------------------------------------------------------------------------------
Inputs
|#  ,%Weights,%Spec. Weights,X Dimension,Y Dimension,Type,Size type,      Area,hoop Dist
   0,     0.32,              1,       1e-08,       1e-08,    4,         3,       0.32,        0
   1,     0.68,              1,       1e-08,       1e-08,    2,         0,       0.68,        0
Pixels Per minimum Size:30
Factor [pixelsPerMinimumCircle / minimumSize]:3e+09
Maximum Dimension:1e-08
Minimum Dimension:1e-08
Grid size =[100x100]
Total iterations: 300
---------------------------------------------------------------------------------------------------
Realiazation No,Percolate Y[1]/N[0], Process Time, Setup Time   ,% Area Comp[0]  ,% Area Comp[1],Electric Conductivity, Thermal Conductivity, Young Modulus, Poisson Ratio ,Total Conductive Paths,Mean Real Path Length,Current Electric Conductivity
      1,                  1,     0.001,          0.001            ,1            ,0,   8.18996643,   8.18996643,81515.98295208,   0.02608511,   7.00000000, 183.42857143,   0.00854704
      2,                  1,0.00100000,     0.00000000            ,1.00000000            ,0.00000000,  29.03322805,  29.03322805,21462.95937252,   0.00686815,   2.00000000, 217.50000000,   0.00068887
      3,                  1,0.00000000,     0.00200000            ,1.00000000            ,0.00000000,   7.99099723,   7.99099723,83302.60320755,   0.02665683,   7.00000000, 176.00000000,   0.00875986
      4,                  1,0.00000000,     0.00100000            ,1.00000000            ,0.00000000,   5.64393845,   5.64393845,112238.85267440,   0.03591643,   9.00000000, 164.44444444,   0.01594631
      5,                  1,0.00000000,     0.00100000            ,1.00000000            ,0.00000000,   7.90636753,   7.90636753,72558.62920601,   0.02321876,   6.00000000, 169.66666667,   0.00758882
      6,                  1,0.00100000,     0.00100000            ,1.00000000            ,0.00000000,   5.24484560,   5.24484560,106568.68498122,   0.03410198,   9.00000000, 169.00000000,   0.01715970
      7,                  1,0.00100000,     0.00100000            ,1.00000000            ,0.00000000,   6.68265127,   6.68265127,83674.54460826,   0.02677585,   7.00000000, 163.71428571,   0.01047488
      8,                  1,0.00100000,     0.00100000            ,1.00000000            ,0.00000000,   7.59870978,   7.59870978,82612.98776667,   0.02643616,   7.00000000, 180.57142857,   0.00921209
      9,                  1,0.00000000,     0.00100000            ,1.00000000            ,0.00000000,   8.48402573,   8.48402573,73051.97442112,   0.02337663,   6.00000000, 169.50000000,   0.00707211
     10,                  1,0.00100000,     0.00000000            ,1.00000000            ,0.00000000,   5.99575839,   5.99575839,95637.00265691,   0.03060384,   8.00000000, 163.25000000,   0.01334277
     11,                  1,0.00100000,     0.00000000            ,1.00000000            ,0.00000000,   6.79525769,   6.79525769,96687.31769989,   0.03093994,   8.00000000, 172.00000000,   0.01177292
     12,                  1,0.00100000,     0.00000000            ,1.00000000            ,0.00000000,   9.89709883,   9.89709883,60255.07639306,   0.01928162,   5.00000000, 177.60000000,   0.00505199
     13,                  1,0.00100000,     0.00100000            ,1.00000000            ,0.00000000,   9.07420875,   9.07420875,70623.64254961,   0.02259957,   6.00000000, 183.00000000,   0.00661215
     14,                  1,0.00100000,     0.00100000            ,1.00000000            ,0.00000000,   8.13403289,   8.13403289,71968.32544602,   0.02302986,   6.00000000, 170.83333333,   0.00737641
     15,                  1,0.00100000,     0.00000000            ,1.00000000            ,0.00000000,   6.71233497,   6.71233497,91685.75881890,   0.02933944,   8.00000000, 176.50000000,   0.01191836
     16,                  1,0.00100000,     0.00000000            ,1.00000000            ,0.00000000,   7.76407848,   7.76407848,85150.88498916,   0.02724828,   7.00000000, 181.42857143,   0.00901588
     17,                  1,0.00100000,     0.00000000            ,1.00000000            ,0.00000000,   7.27627751,   7.27627751,82942.92582488,   0.02654174,   7.00000000, 178.00000000,   0.00962030
     18,                  1,0.00100000,     0.00000000            ,1.00000000            ,0.00000000,   7.24267007,   7.24267007,83461.73586291,   0.02670775,   7.00000000, 177.42857143,   0.00966494
     19,                  1,0.00100000,     0.00000000            ,1.00000000            ,0.00000000,   6.81134111,   6.81134111,82541.55057396,   0.02641330,   7.00000000, 171.14285714,   0.01027698
     20,                  1,0.00100000,     0.00100000            ,1.00000000            ,0.00000000,   8.86527050,   8.86527050,59153.38465798,   0.01892908,   5.00000000, 169.20000000,   0.00563999
     21,                  1,0.00000000,     0.00100000            ,1.00000000            ,0.00000000,  13.04830086,  13.04830086,49010.97053655,   0.01568351,   4.00000000, 180.50000000,   0.00306553
     22,                  1,0.00000000,     0.00100000            ,1.00000000            ,0.00000000,  12.36422601,  12.36422601,49129.12791514,   0.01572132,   4.00000000, 170.75000000,   0.00323514
     23,                  1,0.00100000,     0.00100000            ,1.00000000            ,0.00000000,   5.01077321,   5.01077321,107190.42976307,   0.03430094,   9.00000000, 160.00000000,   0.01796130
     24,                  1,0.00000000,     0.00100000            ,1.00000000            ,0.00000000,   5.73869392,   5.73869392,81768.90535908,   0.02616605,   7.00000000, 157.00000000,   0.01219790
     25,                  1,0.00100000,     0.00000000            ,1.00000000            ,0.00000000,   8.17104831,   8.17104831,80575.33959158,   0.02578411,   7.00000000, 196.00000000,   0.00856683
     26,                  1,0.00100000,     0.00000000            ,1.00000000            ,0.00000000,  10.18880044,  10.18880044,48650.46506738,   0.01556815,   4.00000000, 156.00000000,   0.00392588
     27,                  1,0.00100000,     0.00000000            ,1.00000000            ,0.00000000,   7.43943533,   7.43943533,69921.73260966,   0.02237495,   6.00000000, 170.83333333,   0.00806513
     28,                  1,0.00000000,     0.00100000            ,1.00000000            ,0.00000000,   8.53995953,   8.53995953,58514.70849653,   0.01872471,   5.00000000, 168.80000000,   0.00585483
     29,                  1,0.00000000,     0.00100000            ,1.00000000            ,0.00000000,   7.89563711,   7.89563711,58010.12490457,   0.01856324,   5.00000000, 166.20000000,   0.00633261
     30,                  1,0.00100000,     0.00000000            ,1.00000000            ,0.00000000,  13.80539855,  13.80539855,44468.16370713,   0.01422981,   4.00000000, 193.50000000,   0.00289742
     31,                  1,0.00100000,     0.00000000            ,1.00000000            ,0.00000000,  12.50410185,  12.50410185,42618.25633231,   0.01363784,   4.00000000, 210.75000000,   0.00319895
     32,                  1,0.00000000,     0.00100000            ,1.00000000            ,0.00000000,   8.25630933,   8.25630933,72330.95018186,   0.02314590,   6.00000000, 179.16666667,   0.00726717
     33,                  1,0.00100000,     0.00000000            ,1.00000000            ,0.00000000,   6.14171863,   6.14171863,98410.58525107,   0.03149139,   8.00000000, 161.12500000,   0.01302567
     34,                  1,0.00100000,     0.00000000            ,1.00000000            ,0.00000000,   7.26345327,   7.26345327,85077.76328882,   0.02722488,   7.00000000, 174.14285714,   0.00963729
     35,                  1,0.00100000,     0.00000000            ,1.00000000            ,0.00000000,   6.98515752,   6.98515752,80164.16256444,   0.02565253,   7.00000000, 160.42857143,   0.01002125
     36,                  1,0.00100000,     0.00000000            ,1.00000000            ,0.00000000,   7.36398559,   7.36398559,94079.93385985,   0.03010558,   8.00000000, 183.62500000,   0.01086368
     37,                  1,0.00100000,     0.00100000            ,1.00000000            ,0.00000000,   5.41676226,   5.41676226,93878.25228574,   0.03004104,   8.00000000, 153.37500000,   0.01476897
     38,                  1,0.00100000,     0.00100000            ,1.00000000            ,0.00000000,   9.38197196,   9.38197196,70924.00636801,   0.02269568,   6.00000000, 180.33333333,   0.00639524
     39,                  1,0.00100000,     0.00100000            ,1.00000000            ,0.00000000,   4.85879918,   4.85879918,116562.76887580,   0.03730009,  10.00000000, 158.90000000,   0.02058122
     40,                  1,0.00000000,     0.00100000            ,1.00000000            ,0.00000000,   5.60001226,   5.60001226,95118.71760584,   0.03043799,   8.00000000, 161.37500000,   0.01428568
     41,                  1,0.00100000,     0.00000000            ,1.00000000            ,0.00000000,   8.37769580,   8.37769580,59160.65902068,   0.01893141,   5.00000000, 168.00000000,   0.00596823
     42,                  1,0.00100000,     0.00100000            ,1.00000000            ,0.00000000,  10.95921115,  10.95921115,58166.54923602,   0.01861330,   5.00000000, 183.60000000,   0.00456237
     43,                  1,0.00100000,     0.00000000            ,1.00000000            ,0.00000000,   7.61907732,   7.61907732,83383.37614565,   0.02668268,   7.00000000, 178.00000000,   0.00918746
     44,                  1,0.00100000,     0.00100000            ,1.00000000            ,0.00000000,   6.15619988,   6.15619988,83001.57763527,   0.02656050,   7.00000000, 155.85714286,   0.01137065
     45,                  1,0.00000000,     0.00100000            ,1.00000000            ,0.00000000,  22.85968166,  22.85968166,34188.01205535,   0.01094016,   3.00000000, 220.33333333,   0.00131235
     46,                  1,0.00100000,     0.00000000            ,1.00000000            ,0.00000000,  15.60018642,  15.60018642,49562.97802102,   0.01586015,   4.00000000, 200.50000000,   0.00256407
     47,                  1,0.00100000,     0.00100000            ,1.00000000            ,0.00000000,   7.81051536,   7.81051536,66860.44180725,   0.02139534,   6.00000000, 191.16666667,   0.00768195
     48,                  1,0.00100000,     0.00100000            ,1.00000000            ,0.00000000,  11.44129614,  11.44129614,47017.24069029,   0.01504552,   4.00000000, 168.50000000,   0.00349611
     49,                  1,0.00100000,     0.00100000            ,1.00000000            ,0.00000000,   9.27448887,   9.27448887,67345.22940165,   0.02155047,   6.00000000, 190.00000000,   0.00646936
     50,                  1,0.00000000,     0.00100000            ,1.00000000            ,0.00000000,  13.66481447,  13.66481447,46415.10186025,   0.01485283,   4.00000000, 197.00000000,   0.00292723
     51,                  1,0.00000000,     0.00100000            ,1.00000000            ,0.00000000,   8.58492070,   8.58492070,74573.98761700,   0.02386368,   6.00000000, 174.00000000,   0.00698900
     52,                  1,0.00100000,     0.00000000            ,1.00000000            ,0.00000000,   6.47636863,   6.47636863,96262.12811412,   0.03080388,   8.00000000, 172.50000000,   0.01235260
     53,                  1,0.00100000,     0.00000000            ,1.00000000            ,0.00000000,  15.44251330,  15.44251330,45867.85901362,   0.01467771,   4.00000000, 219.75000000,   0.00259025
     54,                  1,0.00100000,     0.00000000            ,1.00000000            ,0.00000000,  10.23946573,  10.23946573,59309.52555909,   0.01897905,   5.00000000, 174.60000000,   0.00488307
     55,                  1,0.00000000,     0.00100000            ,1.00000000            ,0.00000000,   6.77291659,   6.77291659,82254.51171320,   0.02632144,   7.00000000, 165.28571429,   0.01033528
     56,                  1,0.00100000,     0.00000000            ,1.00000000            ,0.00000000,   6.59694445,   6.59694445,81381.91566598,   0.02604221,   7.00000000, 169.57142857,   0.01061097
     57,                  1,0.00100000,     0.00000000            ,1.00000000            ,0.00000000,   9.30481115,   9.30481115,76420.20255999,   0.02445446,   6.00000000, 171.33333333,   0.00644828
     58,                  1,0.00100000,     0.00000000            ,1.00000000            ,0.00000000,   6.55064297,   6.55064297,83232.53250792,   0.02663441,   7.00000000, 161.14285714,   0.01068597
     59,                  1,0.00100000,     0.00000000            ,1.00000000            ,0.00000000,   9.61263105,   9.61263105,72575.43537372,   0.02322414,   6.00000000, 179.16666667,   0.00624179
     60,                  1,0.00100000,     0.00000000            ,1.00000000            ,0.00000000,  11.75744816,  11.75744816,58816.56190609,   0.01882130,   5.00000000, 193.40000000,   0.00425262
     61,                  1,0.00100000,     0.00000000            ,1.00000000            ,0.00000000,   5.32536244,   5.32536244,116230.69184295,   0.03719382,  10.00000000, 170.00000000,   0.01877806
     62,                  1,0.00100000,     0.00000000            ,1.00000000            ,0.00000000,   8.32574722,   8.32574722,84649.75689622,   0.02708792,   7.00000000, 174.71428571,   0.00840765
     63,                  1,0.00100000,     0.00000000            ,1.00000000            ,0.00000000,   7.21635275,   7.21635275,82064.29673959,   0.02626057,   7.00000000, 177.85714286,   0.00970019
     64,                  1,0.00100000,     0.00100000            ,1.00000000            ,0.00000000,   6.34074654,   6.34074654,84286.18179735,   0.02697158,   7.00000000, 168.57142857,   0.01103971
     65,                  1,0.00000000,     0.00100000            ,1.00000000            ,0.00000000,   7.92578530,   7.92578530,71308.68378070,   0.02281878,   6.00000000, 168.66666667,   0.00757023
     66,                  1,0.00000000,     0.00100000            ,1.00000000            ,0.00000000,   8.33825829,   8.33825829,67149.13969257,   0.02148772,   6.00000000, 176.16666667,   0.00719575
     67,                  1,0.00100000,     0.00000000            ,1.00000000            ,0.00000000,   7.97962405,   7.97962405,71898.01653757,   0.02300736,   6.00000000, 173.50000000,   0.00751915
     68,                  1,0.00100000,     0.00000000            ,1.00000000            ,0.00000000,   8.27461444,   8.27461444,71922.73901440,   0.02301528,   6.00000000, 169.50000000,   0.00725109
     69,                  1,0.00000000,     0.00100000            ,1.00000000            ,0.00000000,   9.55992119,   9.55992119,56456.53607535,   0.01806609,   5.00000000, 185.80000000,   0.00523017
