Rerclolation 2d
Version 1.6 Cluster Analysis - Electric, Thermal properties - Mechanical properties calculation in progress...Report starting: Thu Jul 18 12:59:48 2024

---------------------------------------------------------------------------------------------------
Inputs
|#  ;%Weights;%Spec. Weights;X Dimension;Y Dimension;Type;Size type;      Area;hoop Dist
   0;     0.28;              1;       1e-08;       1e-08;    4;         3;       0.28;        0
   1;     0.72;              1;       1e-08;       1e-08;    2;         0;       0.72;        0
Pixels Per minimum Size:101
Factor [pixelsPerMinimumCircle / minimumSize]:1.01e+10
Maximum Dimension:1e-08
Minimum Dimension:1e-08
Grid size =[500x500]
Total iterations: 300
---------------------------------------------------------------------------------------------------
Realiazation No;Percolate Y[1]/N[0]; Process Time; Setup Time   ;% Area Comp[0]  ;% Area Comp[1];Electric Conductivity; Thermal Conductivity; Young Modulus; Poisson Ratio ;Total Conductive Paths;Mean Real Path Length;Current Electric Conductivity
      1;                  1;     0.031;          0.012            ;1            ;0;   6.60949174;   6.60949174;2498454.39170816;   0.03997527;  49.00000000; 881.36734694;   0.01482716
      2;                  1;0.03300000;     0.00900000            ;1.00000000            ;0.00000000;   5.79614372;   5.79614372;2830810.83775173;   0.04529297;  56.00000000; 859.16071429;   0.01932319
      3;                  1;0.03300000;     0.00900000            ;1.00000000            ;0.00000000;   6.13970090;   6.13970090;2453044.44347010;   0.03924871;  49.00000000; 833.65306122;   0.01596169
      4;                  1;0.03100000;     0.00900000            ;1.00000000            ;0.00000000;   6.52645441;   6.52645441;2421470.38810922;   0.03874353;  48.00000000; 856.79166667;   0.01470936
      5;                  1;0.03200000;     0.01100000            ;1.00000000            ;0.00000000;   6.08410272;   6.08410272;2625190.51827472;   0.04200305;  52.00000000; 847.71153846;   0.01709373
      6;                  1;0.03200000;     0.00900000            ;1.00000000            ;0.00000000;   6.26114640;   6.26114640;2521383.20589354;   0.04034213;  50.00000000; 858.52000000;   0.01597152
      7;                  1;0.03300000;     0.01100000            ;1.00000000            ;0.00000000;   5.95158412;   5.95158412;2740540.67422227;   0.04384865;  54.00000000; 859.42592593;   0.01814643
      8;                  1;0.03200000;     0.01000000            ;1.00000000            ;0.00000000;   6.48398766;   6.48398766;2488876.03548428;   0.03982202;  49.00000000; 867.95918367;   0.01511416
      9;                  1;0.02900000;     0.01000000            ;1.00000000            ;0.00000000;   6.62045521;   6.62045521;2481868.17886950;   0.03970989;  49.00000000; 870.93877551;   0.01480261
     10;                  1;0.03300000;     0.00900000            ;1.00000000            ;0.00000000;   6.35402708;   6.35402708;2585015.64173863;   0.04136025;  51.00000000; 874.98039216;   0.01605281
     11;                  1;0.03000000;     0.00900000            ;1.00000000            ;0.00000000;   6.35049536;   6.35049536;2524050.65666497;   0.04038481;  50.00000000; 851.78000000;   0.01574680
     12;                  1;0.03000000;     0.00900000            ;1.00000000            ;0.00000000;   7.07012189;   7.07012189;2223801.42792010;   0.03558082;  44.00000000; 867.02272727;   0.01244674
     13;                  1;0.03200000;     0.00800000            ;1.00000000            ;0.00000000;   6.27350989;   6.27350989;2631108.91539916;   0.04209774;  52.00000000; 868.90384615;   0.01657764
     14;                  1;0.03000000;     0.01000000            ;1.00000000            ;0.00000000;   6.67742424;   6.67742424;2430150.69535012;   0.03888241;  48.00000000; 882.85416667;   0.01437680
     15;                  1;0.03200000;     0.00900000            ;1.00000000            ;0.00000000;   6.04462082;   6.04462082;2678693.51755266;   0.04285910;  53.00000000; 866.73584906;   0.01753625
     16;                  1;0.03300000;     0.00800000            ;1.00000000            ;0.00000000;   5.91110152;   5.91110152;2745599.00920332;   0.04392958;  54.00000000; 858.96296296;   0.01827071
     17;                  1;0.03100000;     0.00900000            ;1.00000000            ;0.00000000;   6.23223907;   6.23223907;2643415.19918174;   0.04229464;  52.00000000; 870.32692308;   0.01668742
     18;                  1;0.03200000;     0.00900000            ;1.00000000            ;0.00000000;   5.89223100;   5.89223100;2737587.46544914;   0.04380140;  54.00000000; 857.83333333;   0.01832922
     19;                  1;0.03200000;     0.00900000            ;1.00000000            ;0.00000000;   6.69787117;   6.69787117;2311184.96776719;   0.03697896;  46.00000000; 852.97826087;   0.01373571
     20;                  1;0.03400000;     0.00900000            ;1.00000000            ;0.00000000;   6.12564137;   6.12564137;2565225.78733515;   0.04104361;  51.00000000; 851.25490196;   0.01665132
     21;                  1;0.03200000;     0.00800000            ;1.00000000            ;0.00000000;   6.29157762;   6.29157762;2525503.41620832;   0.04040805;  50.00000000; 861.26000000;   0.01589426
     22;                  1;0.03200000;     0.00800000            ;1.00000000            ;0.00000000;   6.34861569;   6.34861569;2634543.97744849;   0.04215270;  52.00000000; 874.86538462;   0.01638152
     23;                  1;0.03100000;     0.00900000            ;1.00000000            ;0.00000000;   6.25041364;   6.25041364;2525242.33827027;   0.04040388;  50.00000000; 867.76000000;   0.01599894
     24;                  1;0.03400000;     0.00800000            ;1.00000000            ;0.00000000;   5.65243619;   5.65243619;2887343.83436953;   0.04619750;  57.00000000; 848.92982456;   0.02016829
     25;                  1;0.03300000;     0.00900000            ;1.00000000            ;0.00000000;   5.98822411;   5.98822411;2556761.36988751;   0.04090818;  51.00000000; 840.80392157;   0.01703343
     26;                  1;0.03300000;     0.00800000            ;1.00000000            ;0.00000000;   6.25224990;   6.25224990;2515732.01398247;   0.04025171;  50.00000000; 857.56000000;   0.01599424
     27;                  1;0.03200000;     0.00900000            ;1.00000000            ;0.00000000;   5.82144224;   5.82144224;2776329.85597993;   0.04442128;  55.00000000; 859.47272727;   0.01889566
     28;                  1;0.03200000;     0.00900000            ;1.00000000            ;0.00000000;   5.89472734;   5.89472734;2659426.79918331;   0.04255083;  53.00000000; 862.84905660;   0.01798217
