Rerclolation 2d
Version 1.6 Cluster Analysis - Electric, Thermal properties - Mechanical properties calculation in progress...Report starting: Thu Jul 18 12:40:05 2024

---------------------------------------------------------------------------------------------------
Inputs
|#  ,%Weights,%Spec. Weights,X Dimension,Y Dimension,Type,Size type,      Area,hoop Dist
   0,     0.26,              1,       1e-08,       1e-08,    4,         3,       0.26,        0
   1,     0.74,              1,       1e-08,       1e-08,    2,         0,       0.74,        0
Pixels Per minimum Size:30
Factor [pixelsPerMinimumCircle / minimumSize]:3e+09
Maximum Dimension:1e-08
Minimum Dimension:1e-08
Grid size =[100x100]
Total iterations: 300
---------------------------------------------------------------------------------------------------
Realiazation No,Percolate Y[1]/N[0], Process Time, Setup Time   ,% Area Comp[0]  ,% Area Comp[1],Electric Conductivity, Thermal Conductivity, Young Modulus, Poisson Ratio ,Total Conductive Paths,Mean Real Path Length,Current Electric Conductivity
      1,                  1,     0.002,          0.001            ,1            ,0,   4.12846310,   4.12846310,142089.25195255,   0.04546856,  12.00000000, 154.16666667,   0.02906651
      2,                  1,0.00100000,     0.00100000            ,1.00000000            ,0.00000000,   4.67689270,   4.67689270,128576.21814915,   0.04114439,  11.00000000, 161.18181818,   0.02351989
      3,                  1,0.00100000,     0.00000000            ,1.00000000            ,0.00000000,   3.98555189,   3.98555189,114697.73371504,   0.03670327,  10.00000000, 140.80000000,   0.02509063
      4,                  1,0.00200000,     0.00000000            ,1.00000000            ,0.00000000,   3.53741043,   3.53741043,149643.53528043,   0.04788593,  13.00000000, 147.07692308,   0.03675005
      5,                  1,0.00100000,     0.00100000            ,1.00000000            ,0.00000000,   6.12904375,   6.12904375,121705.99336149,   0.03894592,  10.00000000, 162.80000000,   0.01631576
      6,                  1,0.00100000,     0.00100000            ,1.00000000            ,0.00000000,   5.06971729,   5.06971729,133304.86691699,   0.04265756,  11.00000000, 154.54545455,   0.02169746
      7,                  1,0.00100000,     0.00100000            ,1.00000000            ,0.00000000,   3.78947585,   3.78947585,142791.39157766,   0.04569324,  12.00000000, 150.33333333,   0.03166665
      8,                  1,0.00100000,     0.00000000            ,1.00000000            ,0.00000000,   4.53538576,   4.53538576,128276.62660968,   0.04104852,  11.00000000, 151.72727273,   0.02425373
      9,                  1,0.00100000,     0.00000000            ,1.00000000            ,0.00000000,   5.25267799,   5.25267799,118939.47866681,   0.03806063,  10.00000000, 161.30000000,   0.01903791
     10,                  1,0.00100000,     0.00000000            ,1.00000000            ,0.00000000,   4.62051701,   4.62051701,142237.83935485,   0.04551611,  12.00000000, 155.08333333,   0.02597112
     11,                  1,0.00100000,     0.00000000            ,1.00000000            ,0.00000000,   4.62076088,   4.62076088,133255.02205270,   0.04264161,  11.00000000, 150.27272727,   0.02380560
     12,                  1,0.00100000,     0.00000000            ,1.00000000            ,0.00000000,   5.68406724,   5.68406724,102130.79146803,   0.03268185,   9.00000000, 166.66666667,   0.01583373
     13,                  1,0.00200000,     0.00000000            ,1.00000000            ,0.00000000,   3.88156904,   3.88156904,165865.00211672,   0.05307680,  14.00000000, 157.57142857,   0.03606789
     14,                  1,0.00100000,     0.00100000            ,1.00000000            ,0.00000000,   4.50981481,   4.50981481,129240.88339558,   0.04135708,  11.00000000, 152.27272727,   0.02439125
     15,                  1,0.00100000,     0.00000000            ,1.00000000            ,0.00000000,   3.78726138,   3.78726138,138909.78559585,   0.04445113,  12.00000000, 150.91666667,   0.03168516
     16,                  1,0.00100000,     0.00000000            ,1.00000000            ,0.00000000,   4.26207500,   4.26207500,140129.91894874,   0.04484157,  12.00000000, 154.33333333,   0.02815530
     17,                  1,0.00200000,     0.00000000            ,1.00000000            ,0.00000000,   3.44532120,   3.44532120,175238.11147255,   0.05607619,  15.00000000, 149.86666667,   0.04353731
     18,                  1,0.00100000,     0.00100000            ,1.00000000            ,0.00000000,   4.03232813,   4.03232813,140806.58645517,   0.04505811,  12.00000000, 150.08333333,   0.02975948
     19,                  1,0.00100000,     0.00100000            ,1.00000000            ,0.00000000,   3.44924502,   3.44924502,164352.59311240,   0.05259283,  14.00000000, 148.92857143,   0.04058859
     20,                  1,0.00100000,     0.00000000            ,1.00000000            ,0.00000000,   3.42964858,   3.42964858,179852.28137325,   0.05755273,  15.00000000, 144.93333333,   0.04373626
     21,                  1,0.00200000,     0.00000000            ,1.00000000            ,0.00000000,   3.86543024,   3.86543024,166315.90096029,   0.05322109,  14.00000000, 154.00000000,   0.03621848
     22,                  1,0.00100000,     0.00100000            ,1.00000000            ,0.00000000,   3.63448426,   3.63448426,176280.40423169,   0.05640973,  15.00000000, 146.73333333,   0.04127133
     23,                  1,0.00100000,     0.00100000            ,1.00000000            ,0.00000000,   3.68612030,   3.68612030,151243.97186790,   0.04839807,  13.00000000, 143.84615385,   0.03526743
     24,                  1,0.00100000,     0.00000000            ,1.00000000            ,0.00000000,   4.13188775,   4.13188775,142200.66936612,   0.04550421,  12.00000000, 149.83333333,   0.02904242
     25,                  1,0.00100000,     0.00000000            ,1.00000000            ,0.00000000,   7.39100855,   7.39100855,85209.72449336,   0.02726711,   7.00000000, 160.00000000,   0.00947097
     26,                  1,0.00100000,     0.00000000            ,1.00000000            ,0.00000000,   3.95237561,   3.95237561,177808.97208417,   0.05689887,  15.00000000, 158.53333333,   0.03795186
     27,                  1,0.00100000,     0.00000000            ,1.00000000            ,0.00000000,   4.18417354,   4.18417354,141926.84347951,   0.04541659,  12.00000000, 154.00000000,   0.02867950
     28,                  1,0.00200000,     0.00000000            ,1.00000000            ,0.00000000,   3.99323298,   3.99323298,167824.20179040,   0.05370374,  14.00000000, 154.00000000,   0.03505931
     29,                  1,0.00100000,     0.00100000            ,1.00000000            ,0.00000000,   3.32825723,   3.32825723,138510.59150906,   0.04432339,  12.00000000, 147.16666667,   0.03605491
     30,                  1,0.00100000,     0.00100000            ,1.00000000            ,0.00000000,   4.49359657,   4.49359657,118867.84880039,   0.03803771,  10.00000000, 153.20000000,   0.02225389
     31,                  1,0.00100000,     0.00100000            ,1.00000000            ,0.00000000,   3.54943893,   3.54943893,165232.46635980,   0.05287439,  14.00000000, 147.57142857,   0.03944285
