Electric,Thermal, Mechanical Properties Estimation With Percolation Theory (ETMPEWPT) (2D version) 
Version 2.0 Percolation, Cluster Analysis,  Electric - Thermal - Mechanical properties
Report starting: ;Thu May 22 09:31:43 2025
---------------------------------------------------------------------------------------------------
Inputs
    |#; % Weights; % Spec.Weights; X Dimension; Y Dimension; Type; Size type;       Area;     hoop;
     0;     0,58;              1;       1e-08;       1e-08;    4;         3;       0,58;        0
     1;     0,42;              1;       1e-08;       1e-08;    2;         0;       0,42;        0
Pixels Per minimum Size (ppms):;101
Factor [ppms / minimumSize]:;1,01e+10
Maximum Dimension:;1e-08
Minimum Dimension:;1e-08
Grid size;300;x;300
Total iterations: ;300
---------------------------------------------------------------------------------------------------
Realization No;PercolateY[1]/N[0];Process Time;Setup Time               ;% Real Area Comp[0]              ;% Real Area Comp[1];Electric Conductivity;Thermal Conductivity;Young Modulus;Poisson Ratio;Total Conductive Paths;Mean Real Path Length;Current Electric Conductivity
      1;                  0;     0,001;          0,001            ;0,553356            ;0,446644;0,00000000000000000;0,00000000000000000;100.000,00000000000000000;0,29999999999999999;0,00000000000000000;0,00000000000000000;0,00000000000000000
      2;                  0;0,00000000000000000;0,00100000000000000            ;0,52242222222222223            ;0,47757777777777777;0,00000000000000000;0,00000000000000000;100.000,00000000000000000;0,29999999999999999;0,00000000000000000;0,00000000000000000;0,00000000000000000
      3;                  0;0,00000000000000000;0,00100000000000000            ;0,56547777777777775            ;0,43452222222222220;0,00000000000000000;0,00000000000000000;100.000,00000000000000000;0,29999999999999999;0,00000000000000000;0,00000000000000000;0,00000000000000000
      4;                  0;0,00100000000000000;0,00100000000000000            ;0,57547777777777775            ;0,42452222222222225;0,00000000000000000;0,00000000000000000;100.000,00000000000000000;0,29999999999999999;0,00000000000000000;0,00000000000000000;0,00000000000000000
      5;                  0;0,00000000000000000;0,00100000000000000            ;0,57473333333333332            ;0,42526666666666668;0,00000000000000000;0,00000000000000000;100.000,00000000000000000;0,29999999999999999;0,00000000000000000;0,00000000000000000;0,00000000000000000
      6;                  0;0,00100000000000000;0,00100000000000000            ;0,55945555555555559            ;0,44054444444444446;0,00000000000000000;0,00000000000000000;100.000,00000000000000000;0,29999999999999999;0,00000000000000000;0,00000000000000000;0,00000000000000000
      7;                  0;0,00000000000000000;0,00100000000000000            ;0,52120000000000000            ;0,47880000000000000;0,00000000000000000;0,00000000000000000;100.000,00000000000000000;0,29999999999999999;0,00000000000000000;0,00000000000000000;0,00000000000000000
      8;                  0;0,00000000000000000;0,00100000000000000            ;0,54056666666666664            ;0,45943333333333336;0,00000000000000000;0,00000000000000000;100.000,00000000000000000;0,29999999999999999;0,00000000000000000;0,00000000000000000;0,00000000000000000
      9;                  0;0,00000000000000000;0,00100000000000000            ;0,54566666666666674            ;0,45433333333333331;0,00000000000000000;0,00000000000000000;100.000,00000000000000000;0,29999999999999999;0,00000000000000000;0,00000000000000000;0,00000000000000000
     10;                  0;0,00200000000000000;0,00100000000000000            ;0,55073333333333330            ;0,44926666666666665;0,00000000000000000;0,00000000000000000;100.000,00000000000000000;0,29999999999999999;0,00000000000000000;0,00000000000000000;0,00000000000000000
     11;                  0;0,00100000000000000;0,00200000000000000            ;0,55026666666666668            ;0,44973333333333332;0,00000000000000000;0,00000000000000000;100.000,00000000000000000;0,29999999999999999;0,00000000000000000;0,00000000000000000;0,00000000000000000
     12;                  0;0,00100000000000000;0,00100000000000000            ;0,57081111111111116            ;0,42918888888888890;0,00000000000000000;0,00000000000000000;100.000,00000000000000000;0,29999999999999999;0,00000000000000000;0,00000000000000000;0,00000000000000000
     13;                  0;0,00000000000000000;0,00100000000000000            ;0,56151111111111107            ;0,43848888888888887;0,00000000000000000;0,00000000000000000;100.000,00000000000000000;0,29999999999999999;0,00000000000000000;0,00000000000000000;0,00000000000000000
     14;                  0;0,00000000000000000;0,00100000000000000            ;0,53241111111111117            ;0,46758888888888889;0,00000000000000000;0,00000000000000000;100.000,00000000000000000;0,29999999999999999;0,00000000000000000;0,00000000000000000;0,00000000000000000
     15;                  0;0,00000000000000000;0,00100000000000000            ;0,54077777777777780            ;0,45922222222222220;0,00000000000000000;0,00000000000000000;100.000,00000000000000000;0,29999999999999999;0,00000000000000000;0,00000000000000000;0,00000000000000000
     16;                  0;0,00000000000000000;0,00100000000000000            ;0,55822222222222218            ;0,44177777777777777;0,00000000000000000;0,00000000000000000;100.000,00000000000000000;0,29999999999999999;0,00000000000000000;0,00000000000000000;0,00000000000000000
     17;                  0;0,00000000000000000;0,00100000000000000            ;0,55776666666666674            ;0,44223333333333331;0,00000000000000000;0,00000000000000000;100.000,00000000000000000;0,29999999999999999;0,00000000000000000;0,00000000000000000;0,00000000000000000
     18;                  0;0,00000000000000000;0,00100000000000000            ;0,57251111111111119            ;0,42748888888888886;0,00000000000000000;0,00000000000000000;100.000,00000000000000000;0,29999999999999999;0,00000000000000000;0,00000000000000000;0,00000000000000000
     19;                  0;0,00000000000000000;0,00100000000000000            ;0,52770000000000006            ;0,47230000000000000;0,00000000000000000;0,00000000000000000;100.000,00000000000000000;0,29999999999999999;0,00000000000000000;0,00000000000000000;0,00000000000000000
     20;                  0;0,00000000000000000;0,00100000000000000            ;0,52837777777777784            ;0,47162222222222222;0,00000000000000000;0,00000000000000000;100.000,00000000000000000;0,29999999999999999;0,00000000000000000;0,00000000000000000;0,00000000000000000
     21;                  0;0,00200000000000000;0,00100000000000000            ;0,57337777777777776            ;0,42662222222222224;0,00000000000000000;0,00000000000000000;100.000,00000000000000000;0,29999999999999999;0,00000000000000000;0,00000000000000000;0,00000000000000000
