Rerclolation 2d
Version 1.6 Cluster Analysis - Electric, Thermal properties - Mechanical properties calculation in progress...Report starting: Thu Jul 18 12:40:02 2024

---------------------------------------------------------------------------------------------------
Inputs
|#  ;%Weights;%Spec. Weights;X Dimension;Y Dimension;Type;Size type;      Area;hoop Dist
   0;     0.31;              1;       1e-08;       1e-08;    4;         3;       0.31;        0
   1;     0.69;              1;       1e-08;       1e-08;    2;         0;       0.69;        0
Pixels Per minimum Size:30
Factor [pixelsPerMinimumCircle / minimumSize]:3e+09
Maximum Dimension:1e-08
Minimum Dimension:1e-08
Grid size =[100x100]
Total iterations: 300
---------------------------------------------------------------------------------------------------
Realiazation No;Percolate Y[1]/N[0]; Process Time; Setup Time   ;% Area Comp[0]  ;% Area Comp[1];Electric Conductivity; Thermal Conductivity; Young Modulus; Poisson Ratio ;Total Conductive Paths;Mean Real Path Length;Current Electric Conductivity
      1;                  1;     0.001;          0.001            ;1            ;0;   5.48748777;   5.48748777;107353.09592708;   0.03435299;   9.00000000; 161.22222222;   0.01640095
      2;                  1;0.00100000;     0.00100000            ;1.00000000            ;0.00000000;   9.87879301;   9.87879301;60004.06040508;   0.01920130;   5.00000000; 176.20000000;   0.00506135
      3;                  1;0.00100000;     0.00000000            ;1.00000000            ;0.00000000;  10.18893997;  10.18893997;59575.15599188;   0.01906405;   5.00000000; 178.00000000;   0.00490728
      4;                  1;0.00000000;     0.00100000            ;1.00000000            ;0.00000000;   5.34049263;   5.34049263;94347.50797749;   0.03019120;   8.00000000; 150.87500000;   0.01497989
      5;                  1;0.00000000;     0.00100000            ;1.00000000            ;0.00000000;   6.22692889;   6.22692889;84020.96637409;   0.02688671;   7.00000000; 161.42857143;   0.01124150
      6;                  1;0.00100000;     0.00000000            ;1.00000000            ;0.00000000;   6.33599649;   6.33599649;95071.03153537;   0.03042273;   8.00000000; 175.37500000;   0.01262627
      7;                  1;0.00100000;     0.00000000            ;1.00000000            ;0.00000000;   7.22344510;   7.22344510;83578.99686554;   0.02674528;   7.00000000; 170.71428571;   0.00969067
      8;                  1;0.00100000;     0.00100000            ;1.00000000            ;0.00000000;   5.16125734;   5.16125734;94884.52455030;   0.03036305;   8.00000000; 150.75000000;   0.01550010
      9;                  1;0.00000000;     0.00100000            ;1.00000000            ;0.00000000;   5.49531361;   5.49531361;93337.07849960;   0.02986786;   8.00000000; 153.62500000;   0.01455786
     10;                  1;0.00100000;     0.00000000            ;1.00000000            ;0.00000000;   8.28757751;   8.28757751;71392.14871479;   0.02284549;   6.00000000; 166.83333333;   0.00723975
     11;                  1;0.00100000;     0.00100000            ;1.00000000            ;0.00000000;   5.57325482;   5.57325482;96134.08649947;   0.03076291;   8.00000000; 154.25000000;   0.01435427
     12;                  1;0.00100000;     0.00100000            ;1.00000000            ;0.00000000;   9.99057234;   9.99057234;67869.85072994;   0.02171835;   6.00000000; 186.33333333;   0.00600566
     13;                  1;0.00000000;     0.00100000            ;1.00000000            ;0.00000000;   9.37252760;   9.37252760;71599.39038915;   0.02291180;   6.00000000; 182.50000000;   0.00640169
     14;                  1;0.00100000;     0.00000000            ;1.00000000            ;0.00000000;   5.27816452;   5.27816452;107275.98674166;   0.03432831;   9.00000000; 160.11111111;   0.01705138
     15;                  1;0.00100000;     0.00000000            ;1.00000000            ;0.00000000;   8.82100673;   8.82100673;73738.28074513;   0.02359625;   6.00000000; 172.33333333;   0.00680194
     16;                  1;0.00000000;     0.00100000            ;1.00000000            ;0.00000000;  10.74090478;  10.74090478;57605.91839563;   0.01843389;   5.00000000; 176.60000000;   0.00465510
     17;                  1;0.00100000;     0.00000000            ;1.00000000            ;0.00000000;  11.32712369;  11.32712369;58095.47296757;   0.01859055;   5.00000000; 198.00000000;   0.00441418
     18;                  1;0.00100000;     0.00000000            ;1.00000000            ;0.00000000;   6.16065946;   6.16065946;96584.85449113;   0.03090715;   8.00000000; 160.12500000;   0.01298562
     19;                  1;0.00100000;     0.00100000            ;1.00000000            ;0.00000000;   5.20893614;   5.20893614;107040.05187820;   0.03425282;   9.00000000; 157.77777778;   0.01727800
     20;                  1;0.00100000;     0.00100000            ;1.00000000            ;0.00000000;   6.28816964;   6.28816964;82696.41329196;   0.02646285;   7.00000000; 158.71428571;   0.01113202
     21;                  1;0.00000000;     0.00100000            ;1.00000000            ;0.00000000;   6.27277010;   6.27277010;80616.41721059;   0.02579725;   7.00000000; 159.00000000;   0.01115934
     22;                  1;0.00100000;     0.00100000            ;1.00000000            ;0.00000000;   6.84145147;   6.84145147;96762.51855589;   0.03096401;   8.00000000; 172.25000000;   0.01169343
     23;                  1;0.00000000;     0.00100000            ;1.00000000            ;0.00000000;   7.90902232;   7.90902232;69106.62507520;   0.02211412;   6.00000000; 172.16666667;   0.00758627
     24;                  1;0.00100000;     0.00000000            ;1.00000000            ;0.00000000;   5.62104461;   5.62104461;94369.70173832;   0.03019830;   8.00000000; 159.87500000;   0.01423223
     25;                  1;0.00100000;     0.00000000            ;1.00000000            ;0.00000000;   6.18554642;   6.18554642;83279.83557137;   0.02664955;   7.00000000; 165.14285714;   0.01131670
     26;                  1;0.00100000;     0.00100000            ;1.00000000            ;0.00000000;   4.60248464;   4.60248464;118958.61812513;   0.03806676;  10.00000000; 161.10000000;   0.02172739
     27;                  1;0.00100000;     0.00100000            ;1.00000000            ;0.00000000;   5.07408501;   5.07408501;107034.17287582;   0.03425093;   9.00000000; 153.77777778;   0.01773719
     28;                  1;0.00100000;     0.00100000            ;1.00000000            ;0.00000000;   8.54383909;   8.54383909;71841.73701030;   0.02298936;   6.00000000; 175.50000000;   0.00702260
     29;                  1;0.00000000;     0.00100000            ;1.00000000            ;0.00000000;   8.25838293;   8.25838293;71258.17965904;   0.02280262;   6.00000000; 169.50000000;   0.00726534
     30;                  1;0.00200000;     0.00000000            ;1.00000000            ;0.00000000;   7.24510899;   7.24510899;81737.95666057;   0.02615615;   7.00000000; 171.71428571;   0.00966169
     31;                  1;0.00100000;     0.00000000            ;1.00000000            ;0.00000000;   7.69657043;   7.69657043;70169.85033208;   0.02245435;   6.00000000; 173.50000000;   0.00779568
     32;                  1;0.00100000;     0.00100000            ;1.00000000            ;0.00000000;   6.88453607;   6.88453607;81716.63944811;   0.02614932;   7.00000000; 176.42857143;   0.01016771
     33;                  1;0.00000000;     0.00100000            ;1.00000000            ;0.00000000;   7.14938424;   7.14938424;82973.32188416;   0.02655146;   7.00000000; 171.42857143;   0.00979105
     34;                  1;0.00100000;     0.00000000            ;1.00000000            ;0.00000000;   5.76348576;   5.76348576;96139.57337079;   0.03076466;   8.00000000; 161.75000000;   0.01388049
