-------------------------------------------------------------------------------------------------------------------------
Rerclolation 2d
Version 1.6 Cluster Analysis - Electric, Thermal properties - Mechanical properties calculation in progress...1/7/2024
Lefteris Lamprou
This program is free software: you can redistribute it and/or modify it under the terms of the GNU General Public License
-------------------------------------------------------------------------------------------------------------------------
Start at Thu Jul 18 11:21:47 2024

Case,Mean Percolation,Electric Conductivity, Thermal Conductivity, Young Modulus, Poisson Ratio ,Total Conductive Paths,Mean Conductive Length,Process Time, Preperation Time, Grid(X), Grid(Y),  ppms,% Area_0,% Area_1,Size X_0,Size X_1,Size Y_0,Size Y_1,Hoop0,Hoop1,
ellipse_61iter300ppmC_30width_100_Area0.61,0.88,0.0216744,0.0216744,1.98379e+06,0,1.59,217.047,0.000613333,0.00037,100,100,30,0.39,0.61,1e-08,1e-08,1e-08,1e-08,0,0
ellipse_62iter300ppmC_30width_100_Area0.62,0.95,0.0302437,0.0302437,2.28127e+06,0,2.25,234.285,0.000663333,0.00046,100,100,30,0.38,0.62,1e-08,1e-08,1e-08,1e-08,0,0
ellipse_63iter300ppmC_30width_100_Area0.63,0.993333,0.0426222,0.0426222,2.67939e+06,0,3.13333,235.657,0.000616667,0.000586667,100,100,30,0.37,0.63,1e-08,1e-08,1e-08,1e-08,0,0
ellipse_64iter300ppmC_30width_100_Area0.64,0.996667,0.0518583,0.0518583,2.94703e+06,0,3.86667,231.221,0.00065,0.000706667,100,100,30,0.36,0.64,1e-08,1e-08,1e-08,1e-08,0,0
ellipse_65iter300ppmC_30width_100_Area0.65,1,0.065061,0.065061,3.31334e+06,0,4.89333,226.866,0.000666667,0.000866667,100,100,30,0.35,0.65,1e-08,1e-08,1e-08,1e-08,0,0
ellipse_66iter300ppmC_30width_100_Area0.66,1,0.0760663,0.0760663,3.60217e+06,0,5.81,223.322,0.00061,0.000886667,100,100,30,0.34,0.66,1e-08,1e-08,1e-08,1e-08,0,0
ellipse_67iter300ppmC_30width_100_Area0.67,1,0.0892629,0.0892629,3.96949e+06,0,6.87667,215.757,0.000626667,0.000983333,100,100,30,0.33,0.67,1e-08,1e-08,1e-08,1e-08,0,0
ellipse_68iter300ppmC_30width_100_Area0.68,1,0.0992294,0.0992294,4.20905e+06,0,7.83,213.656,0.000646667,0.00107,100,100,30,0.32,0.68,1e-08,1e-08,1e-08,1e-08,0,0
ellipse_69iter300ppmC_30width_100_Area0.69,1,0.11313,0.11313,4.57623e+06,0,9.13667,208.82,0.000586667,0.00117,100,100,30,0.31,0.69,1e-08,1e-08,1e-08,1e-08,0,0
ellipse_70iter300ppmC_30width_100_Area0.7,1,0.124754,0.124754,4.88269e+06,0,10.25,205.409,0.00057,0.00126,100,100,30,0.3,0.7,1e-08,1e-08,1e-08,1e-08,0,0
ellipse_71iter300ppmC_30width_100_Area0.71,1,0.137905,0.137905,5.22871e+06,0,11.6067,201.777,0.000613333,0.00135333,100,100,30,0.29,0.71,1e-08,1e-08,1e-08,1e-08,0,0
ellipse_72iter300ppmC_30width_100_Area0.72,1,0.151766,0.151766,5.59782e+06,0,13.0933,198.091,0.000586667,0.00141667,100,100,30,0.28,0.72,1e-08,1e-08,1e-08,1e-08,0,0
ellipse_73iter300ppmC_30width_100_Area0.73,1,0.164373,0.164373,5.95119e+06,0,14.49,194.919,0.000603333,0.00151667,100,100,30,0.27,0.73,1e-08,1e-08,1e-08,1e-08,0,0
ellipse_74iter300ppmC_30width_100_Area0.74,1,0.176648,0.176648,6.32151e+06,0,15.8567,191.339,0.000583333,0.00161667,100,100,30,0.26,0.74,1e-08,1e-08,1e-08,1e-08,0,0
ellipse_75iter300ppmC_30width_100_Area0.75,1,0.194067,0.194067,6.7871e+06,0,17.8767,188.237,0.000586667,0.00173,100,100,30,0.25,0.75,1e-08,1e-08,1e-08,1e-08,0,0
ellipse_76iter300ppmC_30width_100_Area0.76,1,0.202034,0.202034,7.0801e+06,0,18.98,185.438,0.00058,0.00178,100,100,30,0.24,0.76,1e-08,1e-08,1e-08,1e-08,0,0
ellipse_77iter300ppmC_30width_100_Area0.77,1,0.217522,0.217522,7.52601e+06,0,20.9067,182.818,0.000523333,0.00187333,100,100,30,0.23,0.77,1e-08,1e-08,1e-08,1e-08,0,0
ellipse_78iter300ppmC_30width_100_Area0.78,1,0.227595,0.227595,7.85736e+06,0,22.2667,180.464,0.000596667,0.00196,100,100,30,0.22,0.78,1e-08,1e-08,1e-08,1e-08,0,0
ellipse_79iter300ppmC_30width_100_Area0.79,1,0.243545,0.243545,8.39371e+06,0,24.3167,177.22,0.000533333,0.00203,100,100,30,0.21,0.79,1e-08,1e-08,1e-08,1e-08,0,0
ellipse_80iter300ppmC_30width_100_Area0.8,1,0.257857,0.257857,8.89673e+06,0,26.1333,174.285,0.00052,0.00210333,100,100,30,0.2,0.8,1e-08,1e-08,1e-08,1e-08,0,0
