-------------------------------------------------------------------------------------------------------------------------
Rerclolation 2d
Version 1.5 (Cluster Analysis - Electric, Thermal, Mechanical properties calculation (in progress...), 4/7/2023  
Lefteris Lamprou
This program is free software: you can redistribute it and/or modify it under the terms of the GNU General Public License
-------------------------------------------------------------------------------------------------------------------------
Start at Wed Jul  5 08:45:59 2023

Case;Mean Percolation;Electric Conductivity; Thermal Conductivity; Young Modulus; Poisson Ratio ;Total Conductive Paths;Mean Conductive Length;Process Time; Preperation Time; Grid(X); Grid(Y);  ppms;% Area_0;% Area_1;Size X_0;Size X_1;Size Y_0;Size Y_1;Hoop0;Hoop1;
ellipse_55iter300ppmC_30width_100_Area0.55;0.00666667;8.22977e-05;8.22977e-05;20501.2;0.299961;0.00666667;1.51333;0.00309333;6.33333e-05;100;100;30;0.45;0.55;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_56iter300ppmC_30width_100_Area0.56;0.0433333;0.000619883;0.000619883;126002;0.299769;0.0433333;8.94333;0.00078;6.66667e-05;100;100;30;0.44;0.56;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_57iter300ppmC_30width_100_Area0.57;0.116667;0.00161179;0.00161179;283791;0.299492;0.12;25.2483;0.000776667;0.000126667;100;100;30;0.43;0.57;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_58iter300ppmC_30width_100_Area0.58;0.28;0.00392353;0.00392353;619446;0.299513;0.296667;62.1933;0.000773333;0.000216667;100;100;30;0.42;0.58;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_59iter300ppmC_30width_100_Area0.59;0.453333;0.00695158;0.00695158;1.06245e+06;0.300951;0.53;102.937;0.000706667;0.00033;100;100;30;0.41;0.59;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_60iter300ppmC_30width_100_Area0.6;0.696667;0.0119445;0.0119445;1.77813e+06;0.307005;0.936667;163.667;0.00074;0.00054;100;100;30;0.4;0.6;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_61iter300ppmC_30width_100_Area0.61;0.886667;0.0206951;0.0206951;3.00854e+06;0.326955;1.57333;201.359;0.00067;0.000756667;100;100;30;0.39;0.61;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_62iter300ppmC_30width_100_Area0.62;0.956667;0.0280105;0.0280105;4.0108e+06;0.352819;2.11667;215.443;0.000703333;0.000946667;100;100;30;0.38;0.62;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_63iter300ppmC_30width_100_Area0.63;0.983333;0.0359251;0.0359251;5.2062e+06;0.392355;2.71667;215.609;0.000636667;0.00112667;100;100;30;0.37;0.63;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_64iter300ppmC_30width_100_Area0.64;0.996667;0.0465426;0.0465426;6.74492e+06;0.458623;3.47333;211.655;0.000736667;0.00128;100;100;30;0.36;0.64;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_65iter300ppmC_30width_100_Area0.65;1;0.0550446;0.0550446;8.04062e+06;0.526823;4.10667;207.263;0.000713333;0.00147667;100;100;30;0.35;0.65;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_66iter300ppmC_30width_100_Area0.66;1;0.0654294;0.0654294;9.56542e+06;0.622412;4.86667;201.477;0.00066;0.00170333;100;100;30;0.34;0.66;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_67iter300ppmC_30width_100_Area0.67;1;0.079572;0.079572;1.17617e+07;0.785363;5.93;194.24;0.000786667;0.00204667;100;100;30;0.33;0.67;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_68iter300ppmC_30width_100_Area0.68;1;0.0932164;0.0932164;1.37771e+07;0.969906;6.99;189.032;0.000686667;0.00223;100;100;30;0.32;0.68;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_69iter300ppmC_30width_100_Area0.69;1;0.105523;0.105523;1.56879e+07;1.16754;7.97667;186.154;0.00068;0.0023;100;100;30;0.31;0.69;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_70iter300ppmC_30width_100_Area0.7;1;0.115396;0.115396;1.73126e+07;1.35439;8.84;181.822;0.000653333;0.00248667;100;100;30;0.3;0.7;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_71iter300ppmC_30width_100_Area0.71;1;0.132577;0.132577;1.98863e+07;1.69728;10.2633;178.136;0.000646667;0.00267333;100;100;30;0.29;0.71;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_72iter300ppmC_30width_100_Area0.72;1;0.143817;0.143817;2.17646e+07;1.9695;11.32;174.474;0.00066;0.00283;100;100;30;0.28;0.72;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_73iter300ppmC_30width_100_Area0.73;1;0.159445;0.159445;2.40407e+07;2.34191;12.6433;170.587;0.00063;0.00299333;100;100;30;0.27;0.73;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_74iter300ppmC_30width_100_Area0.74;1;0.169964;0.169964;2.59568e+07;2.6785;13.81;168.387;0.000593333;0.00316333;100;100;30;0.26;0.74;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_75iter300ppmC_30width_100_Area0.75;1;0.18522;0.18522;2.82806e+07;3.12881;15.2433;165.493;0.00066;0.00336333;100;100;30;0.25;0.75;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_76iter300ppmC_30width_100_Area0.76;1;0.202201;0.202201;3.09887e+07;3.71325;17.0267;162.78;0.000686667;0.00356;100;100;30;0.24;0.76;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_77iter300ppmC_30width_100_Area0.77;1;0.212387;0.212387;3.26939e+07;4.09065;18.1267;160.576;0.000716667;0.00366667;100;100;30;0.23;0.77;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_78iter300ppmC_30width_100_Area0.78;1;0.228232;0.228232;3.50912e+07;4.70367;19.9;157.887;0.00066;0.00397333;100;100;30;0.22;0.78;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_79iter300ppmC_30width_100_Area0.79;1;0.240027;0.240027;3.70267e+07;5.20272;21.27;156.196;0.000656667;0.00399;100;100;30;0.21;0.79;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_80iter300ppmC_30width_100_Area0.8;1;0.25546;0.25546;3.93199e+07;5.83941;22.9433;153.847;0.000646667;0.0042;100;100;30;0.2;0.8;1e-08;1e-08;1e-08;1e-08;0;0
