-------------------------------------------------------------------------------------------------------------------------
Electric,Thermal, Mechanical Properties Estimation With Percolation Theory (ETMPEWPT) (2D version) 
Version 2.0 Percolation, Cluster Analysis,  Electric - Thermal - Mechanical properties
Last update: 1/7/2024
Author:Eleftherios Lamprou
Licence:This program is free software: you can redistribute it and/or modify it under the terms of the GNU General Public License.
Developed during PhD Thesis (2017-2024)
-------------------------------------------------------------------------------------------------------------------------
Start at Thu May 22 09:01:47 2025
Case;Mean Percolation Probability;Electric Conductivity;Thermal Conductivity;Young Modulus;Poisson Ratio;Total Conductive Paths;Mean Conductive Length;Log Electric Conductivity;Log Thermal Conductivity;Log Young Modulus;Log Poisson Ratio;Log Total Conductive Paths;Log Mean Conductive Length;Process Time;Preperation Time;Grid(X);Grid(Y);ppms;% Area - 0;% Area - 1;% Area - 2;% Real Area - 0;% Real Area - 1;% Real Area - 2;Size X -0;Size X -1;Size X -2;Size Y -0;Size Y -1;Size Y -2;Hoop Size - 0;Hoop Size - 1;Hoop Size - 2;
ellipse_1iter300ppmC_101width_500_Area0.7;1;0,0899357;0,0899357;1,11e+08;0,302713;171;1.498,56;-2,40866;-2,40866;18,525;-1,19497;5,14166;7,31226;0,155667;0,0963333;1.000;1.000;101;0,256955;0,426504;0,316541;0,25026;0,432838;0,316902;1e-08;1e-08;1e-09;1e-08;1e-08;1e-08;5e-10;5e-10;5e-10
ellipse_1iter300ppmC_101width_500_Area0.5;1;0,0208943;0,0208943;6,38309e+06;0,30071;45;1.709,65;-3,86828;-3,86828;15,6692;-1,20161;3,80666;7,44404;0,0986667;0,056;1.000;1.000;101;0,44701;0,222589;0,330401;0,446314;0,222952;0,330734;1e-08;1e-08;1e-09;1e-08;1e-08;1e-08;5e-10;5e-10;5e-10
ellipse_1iter300ppmC_101width_500_Area0.6;1;0,051656;0,051656;3,89329e+07;0,301621;102;1.567,58;-2,96315;-2,96315;17,4774;-1,19858;4,62497;7,35729;0,122333;0,0856667;1.000;1.000;101;0,349947;0,326731;0,323322;0,348843;0,327501;0,323656;1e-08;1e-08;1e-09;1e-08;1e-08;1e-08;5e-10;5e-10;5e-10
ellipse_30_iter_300_ppms_101_width_300_Area_0.3;0,00333333;0,000124324;0,000124324;862.721;0,300004;0,05;1,48644;-8,99262;-8,99262;13,6678;-1,20396;-2,99573;0,396387;0,000983333;0,000296667;300;300;101;0,7;0,3;0,673089;0,326911;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_31_iter_300_ppms_101_width_300_Area_0.31;0;1e-16;1e-16;100.000;0,3;0;0;-36,8414;-36,8414;11,5129;-1,20397;-inf;-inf;0,000956667;0,000326667;300;300;101;0,69;0,31;0,656911;0,343089;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_32_iter_300_ppms_101_width_300_Area_0.32;0,00666667;0,000526836;0,000526836;1,69682e+07;0,300014;0,186667;2,57607;-7,54862;-7,54862;16,6469;-1,20393;-1,67843;0,946266;0,00102667;0,00039;300;300;101;0,68;0,32;0,633422;0,366578;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_33_iter_300_ppms_101_width_300_Area_0.33;0,00333333;0,000377324;0,000377324;1,46591e+07;0,30001;0,136667;1,27886;-7,88241;-7,88241;16,5006;-1,20394;-1,99021;0,24597;0,000883333;0,00036;300;300;101;0,67;0,33;0,603233;0,396767;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_34_iter_300_ppms_101_width_300_Area_0.34;0,00333333;0,000200179;0,000200179;3,19388e+06;0,300005;0,0766667;1,37377;-8,5163;-8,5163;14,9767;-1,20395;-2,56829;0,317557;0,000863333;0,000386667;300;300;101;0,66;0,34;0,656122;0,343878;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_35_iter_300_ppms_101_width_300_Area_0.35;0,00666667;0,000431301;0,000431301;8,99229e+06;0,300011;0,16;2,75561;-7,7487;-7,7487;16,0119;-1,20393;-1,83258;1,01364;0,00103667;0,000416667;300;300;101;0,65;0,35;0,614167;0,385833;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_36_iter_300_ppms_101_width_300_Area_0.36;0,0166667;0,00131928;0,00131928;1,63604e+07;0,300036;0,496667;6,83699;-6,63067;-6,63067;16,6104;-1,20385;-0,699836;1,92235;0,00119;0,00049;300;300;101;0,64;0,36;0,614022;0,385978;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_37_iter_300_ppms_101_width_300_Area_0.37;0,01;0,000683464;0,000683464;3,07051e+07;0,300017;0,223333;3,9706;-7,28834;-7,28834;17,2399;-1,20392;-1,49909;1,37892;0,000876667;0,000473333;300;300;101;0,63;0,37;0,587044;0,412956;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_38_iter_300_ppms_101_width_300_Area_0.38;0,0266667;0,00140833;0,00140833;6,71385e+06;0,30004;0,54;11,6657;-6,56535;-6,56535;15,7197;-1,20384;-0,616186;2,45665;0,000943333;0,0005;300;300;101;0,62;0,38;0,607189;0,392811;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_39_iter_300_ppms_101_width_300_Area_0.39;0,0333333;0,00181798;0,00181798;6,43098e+06;0,300053;0,7;14,8553;-6,31003;-6,31003;15,6766;-1,2038;-0,356675;2,69836;0,00117333;0,00054;300;300;101;0,61;0,39;0,6068;0,3932;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_40_iter_300_ppms_101_width_300_Area_0.4;0,02;0,00162421;0,00162421;8,61317e+06;0,300046;0,636667;8,56908;-6,42273;-6,42273;15,9688;-1,20382;-0,451509;2,14816;0,000913333;0,000556667;300;300;101;0,6;0,4;0,594444;0,405556;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_41_iter_300_ppms_101_width_300_Area_0.41;0,0366667;0,0019384;0,0019384;3,35471e+07;0,300051;0,676667;15,0783;-6,24589;-6,24589;17,3285;-1,2038;-0,390576;2,71326;0,00104;0,000696667;300;300;101;0,59;0,41;0,547933;0,452067;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_42_iter_300_ppms_101_width_300_Area_0.42;0,05;0,00367027;0,00367027;2,32087e+07;0,300102;1,39333;21,6263;-5,60749;-5,60749;16,96;-1,20363;0,331699;3,07391;0,00106333;0,00079;300;300;101;0,58;0,42;0,524122;0,475878;1e-08;1e-08;1e-08;1e-08;0;0
