-------------------------------------------------------------------------------------------------------------------------
Rerclolation 2d
Version 1.6 Cluster Analysis - Electric, Thermal properties - Mechanical properties calculation in progress...1/7/2024
Lefteris Lamprou
This program is free software: you can redistribute it and/or modify it under the terms of the GNU General Public License
-------------------------------------------------------------------------------------------------------------------------
Start at Thu Jul 18 11:10:31 2024

Case,Mean Percolation,Electric Conductivity, Thermal Conductivity, Young Modulus, Poisson Ratio ,Total Conductive Paths,Mean Conductive Length,Process Time, Preperation Time, Grid(X), Grid(Y),  ppms,% Area_0,% Area_1,Size X_0,Size X_1,Size Y_0,Size Y_1,Hoop0,Hoop1,
ellipse_61iter300ppmC_30width_100_Area0.61,0.883333,0.0228462,0.0228462,2.0343e+06,0,1.66,215.804,0.000553333,0.00035,100,100,30,0.39,0.61,1e-08,1e-08,1e-08,1e-08,0,0
ellipse_62iter300ppmC_30width_100_Area0.62,0.966667,0.0308904,0.0308904,2.3166e+06,0,2.25333,234.072,0.000663333,0.000473333,100,100,30,0.38,0.62,1e-08,1e-08,1e-08,1e-08,0,0
ellipse_63iter300ppmC_30width_100_Area0.63,0.993333,0.0423503,0.0423503,2.67664e+06,0,3.11667,236.641,0.00052,0.00058,100,100,30,0.37,0.63,1e-08,1e-08,1e-08,1e-08,0,0
ellipse_64iter300ppmC_30width_100_Area0.64,0.986667,0.051297,0.051297,2.9365e+06,0,3.81333,230.196,0.000506667,0.000666667,100,100,30,0.36,0.64,1e-08,1e-08,1e-08,1e-08,0,0
ellipse_65iter300ppmC_30width_100_Area0.65,1,0.0647394,0.0647394,3.2999e+06,0,4.88333,227.987,0.000543333,0.00074,100,100,30,0.35,0.65,1e-08,1e-08,1e-08,1e-08,0,0
ellipse_66iter300ppmC_30width_100_Area0.66,1,0.075998,0.075998,3.58658e+06,0,5.80333,223.045,0.00066,0.000873333,100,100,30,0.34,0.66,1e-08,1e-08,1e-08,1e-08,0,0
ellipse_67iter300ppmC_30width_100_Area0.67,1,0.0883911,0.0883911,3.93076e+06,0,6.85667,217.266,0.000556667,0.00091,100,100,30,0.33,0.67,1e-08,1e-08,1e-08,1e-08,0,0
ellipse_68iter300ppmC_30width_100_Area0.68,1,0.101363,0.101363,4.26013e+06,0,7.99667,212.81,0.000626667,0.00103667,100,100,30,0.32,0.68,1e-08,1e-08,1e-08,1e-08,0,0
ellipse_69iter300ppmC_30width_100_Area0.69,1,0.11365,0.11365,4.59007e+06,0,9.13333,208.859,0.00057,0.00114667,100,100,30,0.31,0.69,1e-08,1e-08,1e-08,1e-08,0,0
ellipse_70iter300ppmC_30width_100_Area0.7,1,0.125553,0.125553,4.90188e+06,0,10.3467,205.224,0.000536667,0.00118333,100,100,30,0.3,0.7,1e-08,1e-08,1e-08,1e-08,0,0
ellipse_71iter300ppmC_30width_100_Area0.71,1,0.13918,0.13918,5.26188e+06,0,11.7067,201.186,0.00055,0.00132,100,100,30,0.29,0.71,1e-08,1e-08,1e-08,1e-08,0,0
ellipse_72iter300ppmC_30width_100_Area0.72,1,0.151192,0.151192,5.59596e+06,0,12.9933,198.097,0.000556667,0.00132667,100,100,30,0.28,0.72,1e-08,1e-08,1e-08,1e-08,0,0
ellipse_73iter300ppmC_30width_100_Area0.73,1,0.164638,0.164638,5.97362e+06,0,14.48,194.383,0.000533333,0.00146,100,100,30,0.27,0.73,1e-08,1e-08,1e-08,1e-08,0,0
ellipse_74iter300ppmC_30width_100_Area0.74,1,0.179539,0.179539,6.38527e+06,0,16.1967,191.084,0.000623333,0.00154667,100,100,30,0.26,0.74,1e-08,1e-08,1e-08,1e-08,0,0
ellipse_75iter300ppmC_30width_100_Area0.75,1,0.190795,0.190795,6.72821e+06,0,17.4667,188.323,0.00053,0.00158,100,100,30,0.25,0.75,1e-08,1e-08,1e-08,1e-08,0,0
ellipse_76iter300ppmC_30width_100_Area0.76,1,0.203313,0.203313,7.09946e+06,0,19.1033,185.624,0.000606667,0.00172333,100,100,30,0.24,0.76,1e-08,1e-08,1e-08,1e-08,0,0
ellipse_77iter300ppmC_30width_100_Area0.77,1,0.21436,0.21436,7.44681e+06,0,20.5933,183.044,0.000536667,0.00177,100,100,30,0.23,0.77,1e-08,1e-08,1e-08,1e-08,0,0
ellipse_78iter300ppmC_30width_100_Area0.78,1,0.229337,0.229337,7.91818e+06,0,22.4033,180.093,0.000543333,0.00189333,100,100,30,0.22,0.78,1e-08,1e-08,1e-08,1e-08,0,0
ellipse_79iter300ppmC_30width_100_Area0.79,1,0.243536,0.243536,8.38009e+06,0,24.2533,177.371,0.000493333,0.00195,100,100,30,0.21,0.79,1e-08,1e-08,1e-08,1e-08,0,0
ellipse_80iter300ppmC_30width_100_Area0.8,1,0.257006,0.257006,8.86899e+06,0,26.0567,174.452,0.000543333,0.00199333,100,100,30,0.2,0.8,1e-08,1e-08,1e-08,1e-08,0,0
