-------------------------------------------------------------------------------------------------------------------------
Rerclolation 2d
Version 1.6 Cluster Analysis - Electric, Thermal properties - Mechanical properties calculation in progress...1/7/2024
Lefteris Lamprou
This program is free software: you can redistribute it and/or modify it under the terms of the GNU General Public License
-------------------------------------------------------------------------------------------------------------------------
Start at Thu Jul 18 12:18:54 2024

Case;Mean Percolation;Electric Conductivity; Thermal Conductivity; Young Modulus; Poisson Ratio ;Total Conductive Paths;Mean Conductive Length;Process Time; Preperation Time; Grid(X); Grid(Y);  ppms;% Area_0;% Area_1;Size X_0;Size X_1;Size Y_0;Size Y_1;Hoop0;Hoop1;
ellipse_61iter300ppmC_30width_100_Area0.61;0.893333;0.0203819;0.0203819;1.92373e+06;0;1.5;224.674;0.00073;0.00037;100;100;30;0.39;0.61;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_62iter300ppmC_30width_100_Area0.62;0.976667;0.0314753;0.0314753;2.33551e+06;0;2.3;238.104;0.00067;0.000536667;100;100;30;0.38;0.62;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_63iter300ppmC_30width_100_Area0.63;0.996667;0.039798;0.039798;2.5935e+06;0;2.92667;238.675;0.00122667;0.000703333;100;100;30;0.37;0.63;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_64iter300ppmC_30width_100_Area0.64;0.99;0.0514032;0.0514032;2.92956e+06;0;3.81667;231.739;0.000746667;0.000683333;100;100;30;0.36;0.64;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_65iter300ppmC_30width_100_Area0.65;1;0.0625802;0.0625802;3.24022e+06;0;4.73;227.773;0.000616667;0.000806667;100;100;30;0.35;0.65;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_66iter300ppmC_30width_100_Area0.66;1;0.0773479;0.0773479;3.63737e+06;0;5.89667;221.764;0.000616667;0.000943333;100;100;30;0.34;0.66;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_67iter300ppmC_30width_100_Area0.67;1;0.087956;0.087956;3.91205e+06;0;6.84;217.58;0.000593333;0.00100333;100;100;30;0.33;0.67;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_68iter300ppmC_30width_100_Area0.68;1;0.100159;0.100159;4.21739e+06;0;7.90333;214.229;0.00066;0.00109667;100;100;30;0.32;0.68;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_69iter300ppmC_30width_100_Area0.69;1;0.111765;0.111765;4.52581e+06;0;9.02667;209.915;0.00056;0.0012;100;100;30;0.31;0.69;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_70iter300ppmC_30width_100_Area0.7;1;0.127607;0.127607;4.94091e+06;0;10.5367;205.125;0.00062;0.00128;100;100;30;0.3;0.7;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_71iter300ppmC_30width_100_Area0.71;1;0.138012;0.138012;5.22282e+06;0;11.5867;201.829;0.00063;0.00138667;100;100;30;0.29;0.71;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_72iter300ppmC_30width_100_Area0.72;1;0.151998;0.151998;5.59961e+06;0;13.08;198.058;0.000633333;0.00146333;100;100;30;0.28;0.72;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_73iter300ppmC_30width_100_Area0.73;1;0.161773;0.161773;5.8767e+06;0;14.2567;195.619;0.000643333;0.00153667;100;100;30;0.27;0.73;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_74iter300ppmC_30width_100_Area0.74;1;0.176913;0.176913;6.29476e+06;0;15.95;192.104;0.000626667;0.00164;100;100;30;0.26;0.74;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_75iter300ppmC_30width_100_Area0.75;1;0.187865;0.187865;6.62404e+06;0;17.2933;189.21;0.000626667;0.00165333;100;100;30;0.25;0.75;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_76iter300ppmC_30width_100_Area0.76;1;0.201189;0.201189;7.02928e+06;0;18.9367;186.105;0.000593333;0.00173;100;100;30;0.24;0.76;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_77iter300ppmC_30width_100_Area0.77;1;0.214555;0.214555;7.44271e+06;0;20.5667;183.201;0.000676667;0.00178333;100;100;30;0.23;0.77;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_78iter300ppmC_30width_100_Area0.78;1;0.22806;0.22806;7.87714e+06;0;22.3067;180.248;0.000643333;0.00189;100;100;30;0.22;0.78;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_79iter300ppmC_30width_100_Area0.79;1;0.24298;0.24298;8.39105e+06;0;24.1167;177.069;0.000663333;0.00201333;100;100;30;0.21;0.79;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_80iter300ppmC_30width_100_Area0.8;1;0.25663;0.25663;8.85522e+06;0;26.0267;174.504;0.000546667;0.00202;100;100;30;0.2;0.8;1e-08;1e-08;1e-08;1e-08;0;0
