-------------------------------------------------------------------------------------------------------------------------
Rerclolation 2d
Version 1.6 Cluster Analysis - Electric, Thermal properties - Mechanical properties calculation in progress...1/7/2024
Lefteris Lamprou
This program is free software: you can redistribute it and/or modify it under the terms of the GNU General Public License
-------------------------------------------------------------------------------------------------------------------------
Start at Thu Jul 18 12:40:10 2024

Case;Mean Percolation;Electric Conductivity; Thermal Conductivity; Young Modulus; Poisson Ratio ;Total Conductive Paths;Mean Conductive Length;Process Time; Preperation Time; Grid(X); Grid(Y);  ppms;% Area_0;% Area_1;Size X_0;Size X_1;Size Y_0;Size Y_1;Hoop0;Hoop1;
ellipse_61iter300ppmC_30width_100_Area0.61;0.87;0.0253012;0.0253012;2.21882e+06;0;1.38667;186.551;0.000616667;0.000303333;100;100;30;0.39;0.61;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_62iter300ppmC_30width_100_Area0.62;0.956667;0.0360392;0.0360392;2.65313e+06;0;1.95667;201.649;0.00061;0.000376667;100;100;30;0.38;0.62;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_63iter300ppmC_30width_100_Area0.63;0.996667;0.0485041;0.0485041;3.13072e+06;0;2.56333;202.239;0.000653333;0.000436667;100;100;30;0.37;0.63;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_64iter300ppmC_30width_100_Area0.64;1;0.0614794;0.0614794;3.60549e+06;0;3.16;196.988;0.000616667;0.000486667;100;100;30;0.36;0.64;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_65iter300ppmC_30width_100_Area0.65;1;0.0767901;0.0767901;4.15148e+06;0;3.92667;190.82;0.000596667;0.000623333;100;100;30;0.35;0.65;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_66iter300ppmC_30width_100_Area0.66;1;0.0909669;0.0909669;4.65336e+06;0;4.61;185.241;0.000626667;0.000656667;100;100;30;0.34;0.66;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_67iter300ppmC_30width_100_Area0.67;1;0.107475;0.107475;5.28813e+06;0;5.36667;178.63;0.00054;0.000703333;100;100;30;0.33;0.67;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_68iter300ppmC_30width_100_Area0.68;1;0.123939;0.123939;5.86857e+06;0;6.19;175.144;0.00057;0.00073;100;100;30;0.32;0.68;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_69iter300ppmC_30width_100_Area0.69;1;0.144921;0.144921;6.66983e+06;0;7.14667;169.624;0.000606667;0.00076;100;100;30;0.31;0.69;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_70iter300ppmC_30width_100_Area0.7;1;0.16289;0.16289;7.35937e+06;0;8.06;165.576;0.000623333;0.000876667;100;100;30;0.3;0.7;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_71iter300ppmC_30width_100_Area0.71;1;0.182999;0.182999;8.17008e+06;0;9.09;161.743;0.000636667;0.00092;100;100;30;0.29;0.71;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_72iter300ppmC_30width_100_Area0.72;1;0.206782;0.206782;9.08237e+06;0;10.3333;158.584;0.000566667;0.000953333;100;100;30;0.28;0.72;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_73iter300ppmC_30width_100_Area0.73;1;0.225229;0.225229;9.83962e+06;0;11.4133;155.962;0.00053;0.00107;100;100;30;0.27;0.73;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_74iter300ppmC_30width_100_Area0.74;1;0.247334;0.247334;1.08271e+07;0;12.5367;152.761;0.00057;0.00106667;100;100;30;0.26;0.74;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_75iter300ppmC_30width_100_Area0.75;1;0.266853;0.266853;1.17763e+07;0;13.5767;149.912;0.00061;0.00116333;100;100;30;0.25;0.75;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_76iter300ppmC_30width_100_Area0.76;1;0.291751;0.291751;1.29176e+07;0;15.1833;147.217;0.000563333;0.00120333;100;100;30;0.24;0.76;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_77iter300ppmC_30width_100_Area0.77;1;0.310999;0.310999;1.38629e+07;0;16.3867;145.115;0.0006;0.00126667;100;100;30;0.23;0.77;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_78iter300ppmC_30width_100_Area0.78;1;0.333094;0.333094;1.50131e+07;0;17.6833;142.763;0.000566667;0.00129667;100;100;30;0.22;0.78;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_79iter300ppmC_30width_100_Area0.79;1;0.354751;0.354751;1.61894e+07;0;19.2;140.579;0.00058;0.00137;100;100;30;0.21;0.79;1e-08;1e-08;1e-08;1e-08;0;0
ellipse_80iter300ppmC_30width_100_Area0.8;1;0.379349;0.379349;1.75558e+07;0;20.8133;138.331;0.000583333;0.00143;100;100;30;0.2;0.8;1e-08;1e-08;1e-08;1e-08;0;0
