Component 1 maximum area=0.326731 [on 1000x1000]
Component type: Ellipse
---------------------------------------------------------------------------------------
--------------|------- Center-----|----- dimensions---------|----------------------
component| id|    X       |     Y      |  Width/a     | height/b |   hoop   |   Slope   
---------------------------------------------------------------------------------------
          1,    1,         55,        312,       50.5,       50.5,      2.525   , -0.0945334
          1,    2,         70,        282,       50.5,       50.5,      2.525   ,   0.217746
          1,    3,        904,         77,       50.5,       50.5,      2.525   ,   0.333318
          1,    4,         62,        912,       50.5,       50.5,      2.525   , -0.0687567
          1,    5,        610,        125,       50.5,       50.5,      2.525   ,    1.33019
          1,    6,        193,        777,       50.5,       50.5,      2.525   ,  -0.247425
          1,    7,        433,         20,       50.5,       50.5,      2.525   ,    1.54312
          1,    8,          6,        911,       50.5,       50.5,      2.525   ,   -1.33424
          1,    9,        284,        800,       50.5,       50.5,      2.525   ,   -1.03995
          1,   10,         16,        190,       50.5,       50.5,      2.525   ,  -0.442728
          1,   11,        585,        945,       50.5,       50.5,      2.525   ,   0.732006
          1,   12,        420,        776,       50.5,       50.5,      2.525   ,   0.133188
          1,   13,        398,        969,       50.5,       50.5,      2.525   ,   0.912325
          1,   14,        583,         95,       50.5,       50.5,      2.525   ,   -1.22918
          1,   15,        758,        211,       50.5,       50.5,      2.525   ,    1.41795
          1,   16,        434,        400,       50.5,       50.5,      2.525   ,     0.1158
          1,   17,        473,        869,       50.5,       50.5,      2.525   ,   -1.07438
          1,   18,        592,        917,       50.5,       50.5,      2.525   ,  -0.811394
          1,   19,        993,        198,       50.5,       50.5,      2.525   ,   0.357141
          1,   20,        147,        532,       50.5,       50.5,      2.525   ,   -1.37526
          1,   21,        728,        792,       50.5,       50.5,      2.525   ,   0.475124
          1,   22,        343,        810,       50.5,       50.5,      2.525   ,  -0.557838
          1,   23,        485,        430,       50.5,       50.5,      2.525   ,    1.39955
          1,   24,        660,        818,       50.5,       50.5,      2.525   ,    1.16194
          1,   25,        156,        515,       50.5,       50.5,      2.525   ,   0.236334
          1,   26,        708,        593,       50.5,       50.5,      2.525   ,  -0.696817
          1,   27,         94,         16,       50.5,       50.5,      2.525   ,   -1.34548
          1,   28,        960,        623,       50.5,       50.5,      2.525   ,  -0.378476
          1,   29,        783,        700,       50.5,       50.5,      2.525   ,  -0.161733
          1,   30,        140,        435,       50.5,       50.5,      2.525   ,  -0.518141
          1,   31,        158,        209,       50.5,       50.5,      2.525   ,   -1.52959
          1,   32,        778,        410,       50.5,       50.5,      2.525   ,   0.584858
          1,   33,        593,         68,       50.5,       50.5,      2.525   ,   -1.37245
          1,   34,        420,        815,       50.5,       50.5,      2.525   ,   0.333273
          1,   35,        649,        347,       50.5,       50.5,      2.525   ,  -0.350612
          1,   36,         25,        366,       50.5,       50.5,      2.525   ,    1.47527
          1,   37,        704,        125,       50.5,       50.5,      2.525   ,   0.969418
          1,   38,        277,        726,       50.5,       50.5,      2.525   ,     1.4573
          1,   39,        918,         35,       50.5,       50.5,      2.525   ,  -0.237956
          1,   40,        272,        328,       50.5,       50.5,      2.525   ,  -0.907388
          1,   41,        344,         33,       50.5,       50.5,      2.525   ,   -1.36709
          1,   42,        131,        407,       50.5,       50.5,      2.525   ,    1.53417
          1,   43,        295,        677,       50.5,       50.5,      2.525   ,   -1.00935
          1,   44,        364,        364,       50.5,       50.5,      2.525   ,    -1.0412
          1,   45,        922,        778,       50.5,       50.5,      2.525   ,   0.108965
          1,   46,        761,        992,       50.5,       50.5,      2.525   ,  -0.492365
          1,   47,        665,        891,       50.5,       50.5,      2.525   ,   -1.25635
          1,   48,        156,        273,       50.5,       50.5,      2.525   ,  -0.114133
          1,   49,        383,        238,       50.5,       50.5,      2.525   ,   -1.05667
          1,   50,        272,        117,       50.5,       50.5,      2.525   ,     1.2563
          1,   51,        489,        136,       50.5,       50.5,      2.525   ,     0.3453
          1,   52,        350,        277,       50.5,       50.5,      2.525   ,   0.881512
------------------------------------------------------------------------------
Component[1] Total Ellipsoids = 52
