Component 1 maximum area=0.326731 [on 1000x1000]
Component type: Ellipse
---------------------------------------------------------------------------------------
--------------|------- Center-----|----- dimensions---------|----------------------
component| id|   X        |     Y    |  Width/a     | height/b |   hoop   |   Slope    
---------------------------------------------------------------------------------------
          1,    1,        232,        584,       50.5,       50.5,      2.525   ,   -1.25699
          1,    2,        306,        549,       50.5,       50.5,      2.525   ,  -0.805403
          1,    3,        692,        695,       50.5,       50.5,      2.525   ,   0.860919
          1,    4,        556,        748,       50.5,       50.5,      2.525   ,  -0.742299
          1,    5,        465,        424,       50.5,       50.5,      2.525   ,   0.699948
          1,    6,        473,        642,       50.5,       50.5,      2.525   ,  -0.152381
          1,    7,        666,         44,       50.5,       50.5,      2.525   ,  -0.255488
          1,    8,         94,        596,       50.5,       50.5,      2.525   ,   0.653411
          1,    9,        652,        939,       50.5,       50.5,      2.525   ,    -1.4241
          1,   10,        839,        866,       50.5,       50.5,      2.525   ,   0.486312
          1,   11,        976,        899,       50.5,       50.5,      2.525   ,  -0.247852
          1,   12,        318,        714,       50.5,       50.5,      2.525   ,    1.09498
          1,   13,        302,        664,       50.5,       50.5,      2.525   ,   0.959962
          1,   14,        583,         21,       50.5,       50.5,      2.525   ,   -1.14882
          1,   15,        825,        403,       50.5,       50.5,      2.525   ,  -0.831404
          1,   16,        804,        913,       50.5,       50.5,      2.525   ,   -1.06233
          1,   17,         66,        107,       50.5,       50.5,      2.525   ,   -0.10912
          1,   18,        745,        126,       50.5,       50.5,      2.525   ,   0.950521
          1,   19,        535,         20,       50.5,       50.5,      2.525   ,  -0.150528
          1,   20,        929,        102,       50.5,       50.5,      2.525   ,  0.0322944
          1,   21,        739,         16,       50.5,       50.5,      2.525   ,   0.999237
          1,   22,        501,        984,       50.5,       50.5,      2.525   ,   0.399414
          1,   23,        164,        183,       50.5,       50.5,      2.525   ,   0.862524
          1,   24,        884,        601,       50.5,       50.5,      2.525   ,    1.51127
          1,   25,        650,        874,       50.5,       50.5,      2.525   ,    1.46801
          1,   26,        289,        824,       50.5,       50.5,      2.525   ,   0.428018
          1,   27,        438,        183,       50.5,       50.5,      2.525   ,   -0.15531
          1,   28,        323,         44,       50.5,       50.5,      2.525   ,   0.504884
          1,   29,        127,         55,       50.5,       50.5,      2.525   ,    1.35376
          1,   30,        461,        684,       50.5,       50.5,      2.525   ,   -1.03931
          1,   31,        166,        802,       50.5,       50.5,      2.525   ,   0.278418
          1,   32,        562,        472,       50.5,       50.5,      2.525   ,    1.44355
          1,   33,        421,        665,       50.5,       50.5,      2.525   ,    1.45955
          1,   34,        597,        178,       50.5,       50.5,      2.525   ,   0.845242
          1,   35,        514,         78,       50.5,       50.5,      2.525   ,    1.17188
          1,   36,        850,        564,       50.5,       50.5,      2.525   ,   0.691178
          1,   37,        402,        808,       50.5,       50.5,      2.525   ,-0.00836259
          1,   38,        453,        355,       50.5,       50.5,      2.525   ,    -1.2405
          1,   39,        402,         13,       50.5,       50.5,      2.525   ,  -0.340282
          1,   40,        300,        317,       50.5,       50.5,      2.525   ,   0.041393
          1,   41,        351,        111,       50.5,       50.5,      2.525   ,   0.290175
          1,   42,        646,        924,       50.5,       50.5,      2.525   ,  -0.233975
          1,   43,        879,        816,       50.5,       50.5,      2.525   ,   -1.10718
          1,   44,        541,        822,       50.5,       50.5,      2.525   ,  -0.948671
          1,   45,        300,        749,       50.5,       50.5,      2.525   ,   -1.40851
          1,   46,        958,         67,       50.5,       50.5,      2.525   ,    1.09854
          1,   47,        476,        195,       50.5,       50.5,      2.525   ,   -1.05344
          1,   48,        201,         22,       50.5,       50.5,      2.525   ,  -0.449029
          1,   49,        460,        984,       50.5,       50.5,      2.525   ,    1.11359
          1,   50,        719,        759,       50.5,       50.5,      2.525   ,   -1.43792
          1,   51,         70,        709,       50.5,       50.5,      2.525   ,    1.29561
------------------------------------------------------------------------------
Component[1] Total Ellipsoids = 51
Component[1] Real area in [1000x1000]= 0.333215%=
------------------------------------------------------------------------------
